,front-end_carts,orders_carts,carts_carts-db,front-end_catalogue,catalogue_catalogue-db,unknown_front-end,front-end_orders,orders_orders-db,orders_payment,queue-master_rabbitmq,shipping_rabbitmq,orders_shipping,front-end_user,orders_user,user_user-db
0,5.235399999999999,3.2481999999999998,40.0012,32.92746666666667,42.9634,817.976,6.6542666666666666,0.37726666666666664,1.2573333333333332,1.5782666666666667,0.0,2.523066666666667,38.836400000000005,8.563,71.2864
1,5.235399999999999,3.2481999999999998,40.0012,32.92746666666667,42.9634,817.976,6.6542666666666666,0.37726666666666664,1.2573333333333332,1.5782666666666667,0.0,2.523066666666667,38.836400000000005,8.563,71.2864
2,5.235399999999999,3.2481999999999993,40.0012,32.92746666666667,42.9634,817.976,6.654266666666667,0.37726666666666664,1.2573333333333332,1.5782666666666667,0.0,2.523066666666667,38.836400000000005,8.563,71.2864
3,5.0421499999999995,3.019716666666666,36.997699999999995,32.33396666666667,42.2736,711.8520166666666,7.722016666666667,0.4675833333333333,1.5096666666666665,1.9639666666666666,0.0,2.3495,36.26628333333334,10.28385,79.01858333333332
4,4.9262,2.882626666666666,35.1956,31.97786666666667,41.85972,648.1776266666666,8.362666666666666,0.5217733333333333,1.6610666666666667,2.195386666666667,0.0,2.24536,34.72421333333334,11.31636,83.65789333333332
5,4.8488999999999995,2.791233333333333,33.9942,31.740466666666673,41.583800000000004,605.7280333333332,8.789766666666667,0.5579,1.7619999999999998,2.3496666666666663,0.0,2.175933333333333,33.69616666666668,12.0047,86.75076666666666
6,4.9137619047619046,2.8121714285714283,34.06713333333333,31.55925714285715,41.54634285714286,631.7510285714285,8.558942857142856,0.530952380952381,1.6783047619047617,2.2470666666666665,7.61904761904762e-05,2.2352,34.81292380952382,11.430552380952381,84.27374285714286
7,4.962408333333333,2.8278749999999997,34.12183333333333,31.423350000000006,41.51825,651.2682749999999,8.385825,0.5107416666666666,1.615533333333333,2.1701166666666665,0.00013333333333333334,2.2796499999999997,35.650491666666674,10.999941666666668,82.415975
8,5.000244444444444,2.8400888888888884,34.16437777777777,31.317644444444447,41.4964,666.4483555555555,8.251177777777778,0.4950222222222222,1.5667111111111107,2.1102666666666665,0.00017777777777777779,2.314222222222222,36.30193333333334,10.665022222222225,80.97104444444444
9,5.029380000000001,2.806246666666666,34.34732666666666,31.98904,41.5412,638.5508,8.455666666666668,0.5245733333333333,1.63756,2.21844,0.00016,2.29616,35.29296000000001,11.181086666666669,81.72470666666666
10,5.053218181818182,2.778557575757575,34.49701212121212,32.53836363636364,41.57785454545455,615.7255272727272,8.622975757575757,0.5487515151515151,1.6955272727272723,2.3069454545454544,0.00014545454545454546,2.2813818181818184,34.46743636363637,11.603321212121214,82.34133939393939
11,5.073083333333334,2.755483333333333,34.62175,32.99613333333334,41.608399999999996,596.7044666666666,8.7624,0.5689,1.743833333333333,2.3807,0.00013333333333333334,2.269066666666667,33.779500000000006,11.955183333333336,82.8552
12,4.977022222222224,2.689594444444444,34.74592222222223,32.951211111111114,41.559866666666665,594.7996055555556,8.963905555555554,0.5609,1.7370999999999996,2.3437555555555556,0.00013333333333333334,2.2112111111111115,33.44407777777778,11.88575555555556,83.34786111111111
13,4.880961111111112,2.623705555555555,34.87009444444445,32.906288888888895,41.51133333333333,592.8947444444444,9.16541111111111,0.5529,1.7303666666666662,2.3068111111111107,0.00013333333333333334,2.153355555555556,33.10865555555555,11.816327777777785,83.84052222222222
14,4.784900000000001,2.557816666666666,34.99426666666667,32.861366666666676,41.462799999999994,590.9898833333334,9.366916666666665,0.5448999999999999,1.723633333333333,2.2698666666666663,0.00013333333333333334,2.095500000000001,32.77323333333333,11.746900000000009,84.33318333333334
15,4.800705555555557,2.664222222222221,34.906083333333335,32.842538888888896,41.53498333333332,591.4939111111112,9.108399999999998,0.5462333333333333,1.7279888888888886,2.278733333333333,0.00013333333333333334,2.142066666666667,33.20493333333333,11.77912222222223,83.4362111111111
16,4.8165111111111125,2.770627777777777,34.8179,32.823711111111116,41.60716666666665,591.9979388888889,8.84988333333333,0.5475666666666666,1.7323444444444442,2.2876,0.00013333333333333334,2.1886333333333337,33.63663333333333,11.811344444444451,82.53923888888887
17,4.832316666666668,2.877033333333333,34.72971666666666,32.80488333333334,41.67934999999998,592.5019666666667,8.591366666666664,0.5489,1.7367,2.2964666666666664,0.00013333333333333334,2.2352000000000003,34.068333333333335,11.843566666666673,81.64226666666666
18,4.838811111111113,2.8358111111111106,34.118422222222215,33.61256666666667,41.63977777777776,593.4159944444444,8.903361111111108,0.5502333333333334,1.7336666666666665,2.2890777777777775,0.00013333333333333334,2.204155555555556,33.805483333333335,11.823722222222228,81.51850555555554
19,4.845305555555558,2.7945888888888883,33.507127777777775,34.42025000000001,41.60020555555553,594.3300222222223,9.215355555555552,0.5515666666666666,1.7306333333333332,2.281688888888888,0.00013333333333333334,2.1731111111111114,33.542633333333335,11.803877777777783,81.39474444444441
20,4.851800000000002,2.753366666666666,32.89583333333333,35.22793333333335,41.56063333333331,595.24405,9.527349999999997,0.5529000000000001,1.7275999999999998,2.2742999999999993,0.00013333333333333334,2.142066666666667,33.279783333333334,11.784033333333339,81.2709833333333
21,4.848716666666668,2.765938888888888,33.29581111111111,34.75034444444446,41.46118333333331,594.4830444444445,9.292005555555553,0.5445666666666668,1.7277555555555555,2.255088888888888,0.00013333333333333334,2.1152555555555557,33.501472222222226,11.760988888888894,81.87161111111108
22,4.845633333333335,2.77851111111111,33.69578888888888,34.27275555555556,41.36173333333331,593.722038888889,9.05666111111111,0.5362333333333335,1.727911111111111,2.235877777777777,0.00013333333333333334,2.0884444444444443,33.72316111111111,11.73794444444445,82.47223888888887
23,4.84255,2.7910833333333325,34.095766666666655,33.79516666666667,41.26228333333331,592.9610333333334,8.821316666666666,0.5279000000000001,1.7280666666666662,2.216666666666666,0.00013333333333333334,2.0616333333333334,33.944849999999995,11.714900000000005,83.07286666666666
24,4.842766666666667,2.754316666666666,33.53407777777776,32.93265,41.19791111111109,593.2597222222222,8.97502222222222,0.5392333333333335,1.7249999999999996,2.2654333333333327,0.00013333333333333334,2.1194888888888888,33.96015,11.739177777777781,82.24301666666666
25,4.842983333333334,2.7175499999999997,32.97238888888887,32.07013333333334,41.133538888888864,593.5584111111111,9.128727777777776,0.5505666666666668,1.721933333333333,2.314199999999999,0.00013333333333333334,2.177344444444444,33.97545,11.763455555555558,81.41316666666665
26,4.8432,2.6807833333333337,32.410699999999984,31.207616666666677,41.06916666666664,593.8571000000001,9.282433333333332,0.5619000000000002,1.7188666666666663,2.362966666666666,0.00013333333333333334,2.2351999999999994,33.99075,11.787733333333334,80.58331666666665
27,4.815822222222223,2.6284333333333336,32.808172222222204,32.271527777777784,41.19888888888887,593.8764777777777,9.29657222222222,0.5595666666666669,1.7177666666666662,2.36001111111111,0.00013333333333333334,2.198511111111111,33.89098888888889,11.788127777777776,81.04952222222221
28,4.788444444444444,2.5760833333333335,33.20564444444443,33.335438888888895,41.32861111111108,593.8958555555555,9.31071111111111,0.5572333333333335,1.7166666666666661,2.357055555555555,0.00013333333333333334,2.161822222222222,33.79122777777778,11.78852222222222,81.51572777777777
29,4.7610666666666654,2.523733333333334,33.60311666666666,34.399350000000005,41.4583333333333,593.9152333333333,9.32485,0.5549000000000001,1.715566666666666,2.3540999999999994,0.00013333333333333334,2.125133333333333,33.69146666666666,11.788916666666664,81.98193333333332
30,4.834655555555554,2.5816666666666674,34.42361666666665,32.91052777777779,41.483888888888856,592.1470833333332,9.241461111111109,0.5549000000000001,1.718244444444444,2.346711111111111,0.00013333333333333334,2.160411111111111,33.61458888888889,11.804172222222219,81.99479999999998
