Unnamed: 0,0.0041245343267695585
carts_carts-db,0.004130682244675038
catalogue_catalogue-db,0.0041245343267695585
front-end_carts,0.003150712891608479
front-end_catalogue,0.0004747036900293315
front-end_orders,0.00675398156488303
front-end_user,0.0003965610634209662
orders_carts,0.00411375088906489
orders_orders-db,0.0041245343267695585
orders_payment,0.0058560516906655475
orders_shipping,0.004683590189346851
orders_user,0.0011766633801932533
queue-master_rabbitmq,0.004147969180898932
shipping_rabbitmq,
unknown_front-end,
user_user-db,0.0041245343267695585
