,Unnamed: 0,carts_carts-db,cartservice_redis-cart,catalogue_catalogue-db,checkoutservice_cartservice,checkoutservice_currencyservice,checkoutservice_emailservice,checkoutservice_paymentservice,checkoutservice_productcatalogservice,checkoutservice_shippingservice,front-end_catalogue,front-end_user,frontend_adservice,frontend_cartservice,frontend_checkoutservice,frontend_currencyservice,frontend_productcatalogservice,frontend_recommendationservice,frontend_shippingservice,orders_orders-db,orders_payment,orders_user,queue-master_rabbitmq,recommendationservice_productcatalogservice,shipping_rabbitmq,unknown_frontend,user_user-db
0,0,0.042533333333333326,0.4547333333333333,0.0,5.555555555555555,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.048543689320388,6.086098232396407,62.5,5.141022021456804,5.0064267352185094,6.584730281538793,5.0,0.042533333333333326,0.0,0.0,0.0,5.0,0.0,20.02717391304348,0.0070666666666666655
1,2,0.042533333333333326,0.4547333333333333,0.0,5.555555555555555,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.048543689320388,6.086098232396407,62.5,5.141022021456804,5.0064267352185094,6.584730281538793,5.0,0.042533333333333326,0.0,0.0,0.0,5.0,0.0,20.02717391304348,0.0070666666666666655
2,4,0.042533333333333326,0.4547333333333333,0.0,5.555555555555555,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.048543689320388,6.086098232396407,62.5,5.141022021456804,5.0064267352185094,6.584730281538793,5.0,0.042533333333333326,0.0,0.0,0.0,5.0,0.0,20.02717391304348,0.0070666666666666655
3,6,0.05316666666666666,0.4562333333333333,0.0,6.428571428571429,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.073291452503332,5.984032258064516,75.0,5.154151133203149,5.113920215308283,6.375892149088026,5.25,0.05316666666666666,0.0,0.0,0.0002666666666666667,5.0600000000000005,0.0,19.375000000000004,0.0139
4,8,0.05954666666666668,0.4571333333333333,0.0,6.428571428571429,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.073291452503332,5.984032258064516,75.0,5.154151133203149,5.113920215308283,6.375892149088026,5.25,0.05954666666666668,0.0,0.0,0.00042666666666666667,5.0600000000000005,0.0,19.375000000000004,0.018000000000000002
5,10,0.06380000000000001,0.4577333333333333,0.0,6.428571428571429,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.073291452503332,5.984032258064516,75.0,5.154151133203149,5.113920215308283,6.375892149088026,5.25,0.06380000000000001,0.0,0.0,0.0005333333333333334,5.0600000000000005,0.0,19.375000000000004,0.020733333333333333
6,12,0.06076190476190476,0.4621238095238095,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.047169811320755,5.060332238043083,65.0,5.004854368932039,5.012240562256817,5.350093984962406,5.0,0.06076190476190476,0.0,0.0,0.00045714285714285724,5.0,0.00015238095238095242,17.745901639344265,0.01878095238095238
7,14,0.058483333333333325,0.46541666666666665,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.047169811320755,5.060332238043083,65.0,5.004854368932039,5.012240562256817,5.350093984962406,5.0,0.058483333333333325,0.0,0.0,0.0004,5.0,0.0002666666666666667,17.745901639344265,0.017316666666666668
8,16,0.056711111111111115,0.4679777777777777,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.047169811320755,5.060332238043083,65.0,5.004854368932039,5.012240562256817,5.350093984962406,5.0,0.056711111111111115,0.0,0.0,0.0003555555555555556,5.0,0.0003555555555555556,17.745901639344265,0.016177777777777777
9,18,0.05954553259565391,0.46790043727502995,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.05050505050505,5.064842392653263,50.0,5.0,5.002927400468384,5.497073936625749,5.0,0.05954553259565391,0.0,0.0,0.00032,5.0,0.00032,18.397435897435898,0.017999541394480737
