,Unnamed: 0,carts_carts-db,cartservice_redis-cart,catalogue_catalogue-db,checkoutservice_cartservice,checkoutservice_currencyservice,checkoutservice_emailservice,checkoutservice_paymentservice,checkoutservice_productcatalogservice,checkoutservice_shippingservice,front-end_catalogue,front-end_user,frontend_adservice,frontend_cartservice,frontend_checkoutservice,frontend_currencyservice,frontend_productcatalogservice,frontend_recommendationservice,frontend_shippingservice,orders_orders-db,orders_payment,orders_user,queue-master_rabbitmq,recommendationservice_productcatalogservice,shipping_rabbitmq,unknown_frontend,user_user-db
10,20,0.06186460471937074,0.46783715868187264,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.05050505050505,5.064842392653263,50.0,5.0,5.002927400468384,5.497073936625749,5.0,0.06186460471937074,0.0,0.0,0.0002909090909090909,5.0,0.0002909090909090909,18.397435897435898,0.019490075262692245
11,22,0.0637971648224681,0.46778442652090824,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.05050505050505,5.064842392653263,50.0,5.0,5.002927400468384,5.497073936625749,5.0,0.0637971648224681,0.0,0.0,0.0002666666666666667,5.0,0.0002666666666666667,18.397435897435898,0.020732186819535172
12,24,0.06379763747808144,0.47096212502885737,0.0,10.0,5.0,5.0,5.0,,5.0,0.0,0.0,5.114678899082569,6.2459375,50.0,5.084654832347141,5.030621541368605,6.672237860661506,5.0,0.06379763747808144,0.0,0.0,0.0002666666666666667,5.0,0.0002666666666666667,19.75806451612904,0.020732265348524227
13,26,0.06379811013369477,0.47413982353680667,0.0,10.0,5.0,5.0,5.0,,5.0,0.0,0.0,5.114678899082569,6.2459375,50.0,5.084654832347141,5.030621541368605,6.672237860661506,5.0,0.06379811013369477,0.0,0.0,0.0002666666666666667,5.0,0.0002666666666666667,19.75806451612904,0.02073234387751327
14,28,0.06379858278930813,0.47731752204475586,0.0,10.0,5.0,5.0,5.0,,5.0,0.0,0.0,5.114678899082569,6.2459375,50.0,5.084654832347141,5.030621541368605,6.672237860661506,5.0,0.06379858278930813,0.0,0.0,0.0002666666666666667,5.0,0.0002666666666666667,19.75806451612904,0.02073242240650233
15,30,0.06379858278930813,0.4799675220447558,0.0,5.454545454545455,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.066177612172024,5.86787776446236,100.0,5.013880331347984,5.055290184803689,7.465481886534519,5.0,0.06379858278930813,0.0,0.0,0.0002666666666666667,5.0395263092113485,0.0002666666666666667,21.3855421686747,0.02073242240650233
16,32,0.06379858278930813,0.48261752204475583,0.0,5.454545454545455,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.066177612172024,5.86787776446236,100.0,5.013880331347984,5.055290184803689,7.465481886534519,5.0,0.06379858278930813,0.0,0.0,0.0002666666666666667,5.0395263092113485,0.0002666666666666667,21.3855421686747,0.02073242240650233
17,34,0.06379858278930813,0.4852675220447559,0.0,5.454545454545455,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.066177612172024,5.86787776446236,100.0,5.013880331347984,5.055290184803689,7.465481886534519,5.0,0.06379858278930813,0.0,0.0,0.0002666666666666667,5.0395263092113485,0.0002666666666666667,21.3855421686747,0.02073242240650233
18,36,0.06379858278930813,0.4750119664892003,0.0,5.294117647058824,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.0,5.645528455284553,83.125,5.079449152542373,5.028086180124223,6.467477375565611,5.0,0.06379858278930813,0.0,0.0,0.0002666666666666667,5.020833333333333,0.0002666666666666667,20.39772727272728,0.02073242240650233
19,38,0.06379858278930813,0.46475641093364484,0.0,5.294117647058824,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.0,5.645528455284553,83.125,5.079449152542373,5.028086180124223,6.467477375565611,5.0,0.06379858278930813,0.0,0.0,0.0002666666666666667,5.020833333333333,0.0002666666666666667,20.39772727272728,0.02073242240650233
20,40,0.06379858278930813,0.45450085537808926,0.0,5.294117647058824,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.0,5.645528455284553,83.125,5.079449152542373,5.028086180124223,6.467477375565611,5.0,0.06379858278930813,0.0,0.0,0.0002666666666666667,5.020833333333333,0.0002666666666666667,20.39772727272728,0.02073242240650233
21,42,0.06379952784848544,0.4703838243155643,0.0,5.625,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.070754716981131,5.698837523655042,75.0,5.08252427184466,5.106946328961255,7.672327672327674,5.075757575757576,0.06379952784848544,0.0,0.0,0.0002666666666666667,5.1229508196721305,0.0002666666666666667,22.8,0.020732804577768382
22,44,0.06380047290766272,0.4862667932530393,0.0,5.625,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.070754716981131,5.698837523655042,75.0,5.08252427184466,5.106946328961255,7.672327672327674,5.075757575757576,0.06380047290766272,0.0,0.0,0.0002666666666666667,5.1229508196721305,0.0002666666666666667,22.8,0.020733186749034436
23,46,0.06380141796684001,0.5021497621905142,0.0,5.625,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.070754716981131,5.698837523655042,75.0,5.08252427184466,5.106946328961255,7.672327672327674,5.075757575757576,0.06380141796684001,0.0,0.0,0.0002666666666666667,5.1229508196721305,0.0002666666666666667,22.8,0.020733568920300486
24,48,0.06380094531122667,0.4845276192381207,0.0,6.25,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.023809523809524,5.434299431009958,75.0,5.018416268721511,5.002948113207548,7.124731311201337,5.0,0.06380094531122667,0.0,0.0,0.0002666666666666667,5.038328242481203,0.0002666666666666667,20.219780219780226,0.020733490391311442
25,50,0.06380047265561332,0.4669054762857271,0.0,6.25,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.023809523809524,5.434299431009958,75.0,5.018416268721511,5.002948113207548,7.124731311201337,5.0,0.06380047265561332,0.0,0.0,0.0002666666666666667,5.038328242481203,0.0002666666666666667,20.219780219780226,0.02073341186232239
26,52,0.06379999999999998,0.4492833333333335,0.0,6.25,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.023809523809524,5.434299431009958,75.0,5.018416268721511,5.002948113207548,7.124731311201337,5.0,0.06379999999999998,0.0,0.0,0.0002666666666666667,5.038328242481203,0.0002666666666666667,20.219780219780226,0.020733333333333343
27,54,0.06379999999999998,0.47678888888888904,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.142857142857144,5.404560713045491,75.00000000000001,5.028920403920404,5.02247042772007,6.19913165059975,5.0,0.06379999999999998,0.0,0.0,0.0002666666666666667,5.017482517482517,0.0002666666666666667,20.583333333333336,0.020733333333333354
28,56,0.06379999999999998,0.5042944444444446,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.142857142857144,5.404560713045491,75.00000000000001,5.028920403920404,5.02247042772007,6.19913165059975,5.0,0.06379999999999998,0.0,0.0,0.0002666666666666667,5.017482517482517,0.0002666666666666667,20.583333333333336,0.020733333333333354
29,58,0.06379999999999998,0.5318,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.142857142857144,5.404560713045491,75.00000000000001,5.028920403920404,5.02247042772007,6.19913165059975,5.0,0.06379999999999998,0.0,0.0,0.0002666666666666667,5.017482517482517,0.0002666666666666667,20.583333333333336,0.020733333333333354
30,60,0.06379999999999998,0.5262722222222223,0.0,5.555555555555555,5.0,5.0,5.0,5.0,5.0,0.0,0.0,5.160158460667799,5.108971372366311,58.33333333333334,5.034189465989476,5.017029972752044,6.282961460446247,5.0,0.06379999999999998,0.0,0.0,0.0002666666666666667,5.0,0.0002666666666666667,20.7,0.020733333333333354
