,Unnamed: 0,carts_carts-db,cartservice_redis-cart,checkoutservice_cartservice,checkoutservice_currencyservice,checkoutservice_emailservice,checkoutservice_paymentservice,checkoutservice_productcatalogservice,checkoutservice_shippingservice,frontend_adservice,frontend_cartservice,frontend_checkoutservice,frontend_currencyservice,frontend_productcatalogservice,frontend_recommendationservice,frontend_shippingservice,orders_orders-db,queue-master_rabbitmq,recommendationservice_productcatalogservice,shipping_rabbitmq,unknown_frontend,user_user-db
14,28,0.06379999999999998,0.6218833333333335,5.0,5.0,5.0,5.0,5.0,5.0,5.052083333333333,5.049889624724061,112.50000000000003,5.009803921568627,5.008872272178967,5.577663671373557,5.0,0.06379999999999998,0.0002666666666666667,5.0,0.0002666666666666667,18.3256880733945,0.016177777777777777
15,30,0.06379999999999998,0.6154000000000002,5.0,5.0,5.0,5.0,5.0,5.0,5.052083333333333,5.049889624724061,112.50000000000003,5.009803921568627,5.008872272178967,5.577663671373557,5.0,0.06379999999999998,0.0002666666666666667,5.0,0.0002666666666666667,18.3256880733945,0.01845555555555555
16,32,0.06379999999999998,0.6089166666666668,5.0,5.0,5.0,5.0,5.0,5.0,5.052083333333333,5.049889624724061,112.50000000000003,5.009803921568627,5.008872272178967,5.577663671373557,5.0,0.06379999999999998,0.0002666666666666667,5.0,0.0002666666666666667,18.3256880733945,0.02073333333333333
17,34,0.06379999999999998,0.6133944444444446,5.192307692307692,5.0,5.0,5.0,5.0,5.0,5.10752688172043,5.757575757575758,398.125,5.026362038664324,5.017075246850528,6.498251068791294,5.0,0.06379999999999998,0.0002666666666666667,5.04196516364658,0.0002666666666666667,20.71428571428572,0.01845555555555555
18,36,0.06379999999999998,0.6178722222222224,5.192307692307692,5.0,5.0,5.0,5.0,5.0,5.10752688172043,5.757575757575758,398.125,5.026362038664324,5.017075246850528,6.498251068791294,5.0,0.06379999999999998,0.0002666666666666667,5.04196516364658,0.0002666666666666667,20.71428571428572,0.016177777777777777
19,38,0.06379999999999998,0.6223500000000002,5.192307692307692,5.0,5.0,5.0,5.0,5.0,5.10752688172043,5.757575757575758,398.125,5.026362038664324,5.017075246850528,6.498251068791294,5.0,0.06379999999999998,0.0002666666666666667,5.04196516364658,0.0002666666666666667,20.71428571428572,0.0139
20,40,0.06379999999999998,0.6311944444444446,6.363636363636365,5.147058823529412,5.0,5.0,5.555555555555555,5.0,5.086206896551723,5.264664804469274,462.50000000000006,5.013505411886708,5.01941288517605,6.067542660086806,5.0,0.06379999999999998,0.0002666666666666667,5.082236842105264,0.0002666666666666667,20.240384615384613,0.016177777777777777
21,42,0.06379999999999998,0.6400388888888888,6.363636363636365,5.147058823529412,5.0,5.0,5.555555555555555,5.0,5.086206896551723,5.264664804469274,462.50000000000006,5.013505411886708,5.01941288517605,6.067542660086806,5.0,0.06379999999999998,0.0002666666666666667,5.082236842105264,0.0002666666666666667,20.240384615384613,0.01845555555555555
22,44,0.06379999999999998,0.6488833333333334,6.363636363636365,5.147058823529412,5.0,5.0,5.555555555555555,5.0,5.086206896551723,5.264664804469274,462.50000000000006,5.013505411886708,5.01941288517605,6.067542660086806,5.0,0.06379999999999998,0.0002666666666666667,5.082236842105264,0.0002666666666666667,20.240384615384613,0.02073333333333333
23,46,0.06379999999999998,0.6530888888888889,5.0,5.0,5.0,5.0,5.0,5.0,5.067977067977068,5.1051511434961405,418.75,5.027027027027028,5.0,5.61548943901885,5.0,0.06379999999999998,0.0002666666666666667,5.0,0.0002666666666666667,17.74793388429752,0.02073333333333333
24,48,0.06379999999999998,0.6572944444444446,5.0,5.0,5.0,5.0,5.0,5.0,5.067977067977068,5.1051511434961405,418.75,5.027027027027028,5.0,5.61548943901885,5.0,0.06379999999999998,0.0002666666666666667,5.0,0.0002666666666666667,17.74793388429752,0.02073333333333333
25,50,0.06379999999999998,0.6615000000000002,5.0,5.0,5.0,5.0,5.0,5.0,5.067977067977068,5.1051511434961405,418.75,5.027027027027028,5.0,5.61548943901885,5.0,0.06379999999999998,0.0002666666666666667,5.0,0.0002666666666666667,17.74793388429752,0.02073333333333333
26,52,0.06379999999999998,0.6775222222222224,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.03125,404.1666666666667,5.015961722390671,5.006060606060606,5.514811619211965,5.0,0.06379999999999998,0.0002666666666666667,5.0,0.0002666666666666667,17.763157894736842,0.02073333333333333
27,54,0.06379999999999998,0.6935444444444446,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.03125,404.1666666666667,5.015961722390671,5.006060606060606,5.514811619211965,5.0,0.06379999999999998,0.0002666666666666667,5.0,0.0002666666666666667,17.763157894736842,0.02073333333333333
28,56,0.06379999999999998,0.7095666666666669,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.03125,404.1666666666667,5.015961722390671,5.006060606060606,5.514811619211965,5.0,0.06379999999999998,0.0002666666666666667,5.0,0.0002666666666666667,17.763157894736842,0.02073333333333333
29,58,0.06379999999999998,0.7109111111111113,6.458333333333333,5.086206896551724,5.0,5.0,5.131578947368421,5.0,5.027472527472528,5.970481759955444,528.5714285714286,5.044820717131474,5.022148394241418,7.182412290758999,5.0,0.06379999999999998,0.0002666666666666667,5.0,0.0002666666666666667,21.382352941176478,0.02073333333333333
30,60,0.06379999999999998,0.7122555555555555,6.458333333333333,5.086206896551724,5.0,5.0,5.131578947368421,5.0,5.027472527472528,5.970481759955444,528.5714285714286,5.044820717131474,5.022148394241418,7.182412290758999,5.0,0.06379999999999998,0.0002666666666666667,5.0,0.0002666666666666667,21.382352941176478,0.02073333333333333
