latency delay Hipster,,
RS,0.03, AC_2@2
RS,0.14, AC_2@3
RS,0.31, AC_2@5
MicroRCA,0.63, AC_2@2
MicroRCA,0.69, AC_2@3
MicroRCA,0.80, AC_2@5
Microscope,0.61, AC_2@2
Microscope,0.69, AC_2@3
Microscope,0.78, AC_2@5
AAMR,0.64, AC_2@2
AAMR,0.72, AC_2@3
AAMR,0.80, AC_2@5
