Unnamed: 0,carts_carts-db,catalogue_catalogue-db,front-end_carts,front-end_catalogue,front-end_orders,front-end_user,orders_carts,orders_orders-db,orders_payment,orders_shipping,orders_user,queue-master_rabbitmq,shipping_rabbitmq,unknown_front-end,user_user-db
0,105.04026666666665,82.23386666666667,8.8646213836478,45.4028,25.167581981981986,43.12190891472868,5.183377622377623,1.0708,4.728933333333333,4.703437889688249,16.26001570438799,3.316133333333333,0.0,716.8910666666667,215.96706666666665
2,105.04026666666665,82.23386666666667,8.8646213836478,45.4028,25.167581981981986,43.12190891472868,5.183377622377623,1.0708,4.728933333333333,4.703437889688249,16.26001570438799,3.316133333333333,0.0,716.8910666666667,215.96706666666665
4,84.86602222222223,80.41297777777778,9.336078199718706,37.76022348008385,25.784838194444447,43.78410749665328,5.443844444444444,1.0681333333333332,4.326711111111111,4.695688888888889,15.217410210210208,4.350577777777778,0.0,626.5507777777779,191.70384444444443
6,74.77890000000001,79.50253333333333,9.59083375527426,33.93783459119497,26.013493750000002,44.11369638554216,5.5052666666666665,1.0668,4.1256,4.7097999999999995,14.6250990990991,4.8678,0.0,581.3806333333333,179.57223333333334
8,68.72662666666668,78.95626666666666,9.743687088607595,31.64440125786163,26.150687083333334,44.31144971887551,5.54212,1.0659999999999998,4.004933333333334,4.718266666666667,14.269712432432433,5.178133333333333,0.0,554.2785466666667,172.29326666666665
10,73.87275555555556,79.10004444444445,9.383152754435109,33.95275959595959,24.687596638655464,43.32619343065694,5.415074160206719,1.0468000000000002,4.139888888888889,4.678755555555556,14.482490514905152,4.737755555555555,0.00017777777777777779,578.4105555555557,176.47327777777778
12,77.5485619047619,79.20274285714285,9.21351148459384,35.602077056277054,24.404672829131655,42.63736962113314,5.385456699889258,1.0330857142857144,4.236285714285714,4.650533333333334,14.708163530778169,4.4232,0.00030476190476190485,595.6477047619047,179.459
14,80.30541666666667,79.27976666666669,9.086280532212886,36.83906515151514,24.192479971988796,42.12075176399028,5.363243604651164,1.0228000000000002,4.308583333333333,4.629366666666666,14.877418292682925,4.187283333333333,0.0004,608.5755666666666,181.69829166666665
16,76.32623703703706,79.41174814814815,9.055135120334345,35.45689688776229,25.17734720133668,42.508697484171016,5.252928322440088,1.0352444444444444,4.220755555555556,4.642311111111112,14.462789191830355,4.368311111111112,0.0003555555555555556,592.5239185185185,176.9636888888889
18,73.14289333333332,79.51733333333334,8.926043268482491,34.33528948035489,25.3389694235589,42.79899155824509,5.201269803921569,1.0452,4.150493333333333,4.636666666666667,14.030912154793313,4.513133333333333,0.00032,579.6825999999999,173.17600666666664
20,70.5383393939394,79.60372121212121,8.820422662421883,33.4176106924761,25.471205787195263,43.036504891578424,5.159003743315509,1.0533454545454544,4.0930060606060605,4.632048484848485,13.677558215399376,4.631624242424243,0.0002909090909090909,569.1760666666665,170.07699393939393
22,72.94092777777777,79.381,9.038898097412481,656.1116341354723,25.743608943089427,43.234869065849935,5.35288888888889,1.0668,4.161328413910094,4.625153107344634,13.940070409982175,4.4747111111111115,0.0002666666666666667,575.2862888888887,172.7679
24,72.46835555555555,78.9391,9.08267587519026,656.0115841354723,25.765125609756097,43.412919065849934,5.360394444444445,1.0788,4.157572858354539,4.612453107344633,13.96428707664884,4.427422222222223,0.0002666666666666667,569.0869277777775,171.63463333333334
26,71.99578333333335,78.4972,9.126453652968038,655.9115341354723,25.78664227642276,43.590969065849926,5.367900000000001,1.0908,4.153817302798982,4.5997531073446325,13.988503743315507,4.380133333333333,0.0002666666666666667,562.8875666666664,170.50136666666668
28,72.15651666666666,78.01212222222223,8.581865217391305,781.4091222222222,25.31429406779661,43.333389542483665,5.224981732580037,1.0694666666666668,4.130655555555555,4.547522222222222,13.744029069767443,4.275211111111112,0.0002666666666666667,559.855533333333,171.4878277777778
30,72.31725000000002,77.52704444444444,8.381181884057971,781.2382611111111,25.284277401129945,43.121989542483675,5.140326177024482,1.0481333333333334,4.1265777777777775,4.516477777777778,13.597179069767442,4.170288888888889,0.0002666666666666667,556.8234999999997,172.4742888888889
32,72.47798333333336,77.04196666666667,8.18049855072464,781.0674,25.25426073446328,42.91058954248367,5.055670621468927,1.0268,4.1225,4.485433333333334,13.450329069767447,4.065366666666667,0.0002666666666666667,553.7914666666665,173.46075
