Unnamed: 0,carts_carts-db,catalogue_catalogue-db,front-end_carts,front-end_catalogue,front-end_orders,front-end_user,orders_carts,orders_orders-db,orders_payment,orders_shipping,orders_user,queue-master_rabbitmq,shipping_rabbitmq,unknown_front-end,user_user-db
0,93.91853333333333,78.22059999999999,8.50969987325729,41.34020336700336,23.20836642335766,45.943527485380116,4.400007407407408,1.2187999999999999,4.237333333333333,4.921466666666667,15.456734265734266,2.9259999999999997,0.0010666666666666667,689.3186666666667,209.18826666666666
2,93.91853333333333,78.22059999999999,8.50969987325729,41.34020336700336,23.20836642335766,45.943527485380116,4.400007407407408,1.2187999999999999,4.237333333333333,4.921466666666667,15.456734265734266,2.9259999999999997,0.0010666666666666667,689.3186666666667,209.18826666666666
4,93.91853333333333,78.22059999999999,8.50969987325729,41.34020336700336,23.208366423357663,45.943527485380116,4.400007407407408,1.2187999999999999,4.237333333333333,4.921466666666667,15.456734265734266,2.926,0.0010666666666666667,689.3186666666667,209.18826666666666
6,81.85796666666667,78.49025,8.642157142857142,37.291463654618475,23.1803,44.30064768378651,4.7871186046511625,1.1207999999999998,4.342133333333333,4.8156333333333325,14.382938382484362,3.6309,0.0008,628.4455333333334,193.96336666666667
8,74.62162666666667,78.65204,8.689957142857143,34.870373654618476,23.352919999999997,43.3558576837865,4.959178604651163,1.0619999999999998,4.405013333333333,4.752133333333333,13.761908382484362,4.053839999999999,0.00064,591.9216533333333,184.82842666666667
10,69.79740000000001,78.75990000000002,8.721823809523809,33.256313654618474,23.468,42.7259976837865,5.073885271317829,1.0228,4.446933333333334,4.7097999999999995,13.347888382484362,4.335800000000001,0.0005333333333333334,567.5724000000001,178.73846666666668
12,71.0325619047619,78.12180952380953,8.822915214866434,34.363265052461664,24.375893784078517,43.49133166978581,5.235944456561251,1.0513714285714284,4.38384761904762,4.677142857142857,13.976762653562655,4.136933333333333,0.00045714285714285724,583.2719047619048,182.24481904761905
14,71.95893333333336,77.64324166666668,8.907172357723578,35.20218290960452,24.99738664122137,44.04179952692868,5.345173027989823,1.0727999999999998,4.336533333333334,4.6526499999999995,14.378487653562656,3.9877833333333337,0.0004,595.0465333333334,184.87458333333336
16,72.67944444444444,77.27102222222223,8.972705691056913,35.85467457627119,25.480769974554704,44.46994119359534,5.430128583545379,1.0894666666666664,4.299733333333333,4.6335999999999995,14.690940431340433,3.8717777777777784,0.0003555555555555556,604.2045777777779,186.9199555555556
18,71.96042,77.60694666666669,8.88340761904762,35.09581212121212,25.62951619047619,44.12212874432678,5.417501707988981,1.0947999999999998,4.265359999999999,4.62344,14.17793430894309,4.0556133333333335,0.00032,589.9878733333334,178.8148666666667
20,71.37212727272727,77.88179393939394,8.8376658008658,34.437230303030304,25.47202164502164,43.7951014715995,5.34355261707989,1.0991636363636361,4.237236363636364,4.615127272727273,13.804021581670364,4.206024242424243,0.0002909090909090909,578.3560242424243,172.18343030303032
22,70.88188333333333,78.11083333333335,8.799547619047619,33.88841212121213,25.340776190476188,43.52257874432678,5.281928374655648,1.1027999999999996,4.2138,4.6082,13.492427642276423,4.331366666666666,0.0002666666666666667,568.6628166666667,166.65723333333332
24,70.00740555555555,77.93656111111113,12.05198888888889,33.71650173160174,758.1206333333333,42.85423952641166,752.5837277777778,1.0844666666666662,4.195677777777778,4.5630444444444445,13.438035185185187,4.297377777777777,0.0002666666666666667,561.5959666666666,166.0221666666667
26,69.13292777777778,77.76228888888889,12.090144444444444,33.53420173160174,758.3409666666666,42.21130063752276,752.6541222222222,1.066133333333333,4.177555555555555,4.517888888888889,13.43490740740741,4.263388888888889,0.0002666666666666667,554.5291166666667,165.38710000000003
28,68.25845000000001,77.58801666666668,12.1283,33.35190173160174,758.5613,41.568361748633876,752.7245166666667,1.0477999999999994,4.159433333333333,4.472733333333332,13.43177962962963,4.2294,0.0002666666666666667,547.4622666666667,164.75203333333337
30,70.71311666666668,74.73811666666668,754.4934166666667,33.00091532060696,758.4924055555556,41.60080833333333,752.6514166666667,1.0511333333333326,4.064188888888889,4.427577777777778,13.280948750821828,4.164377777777777,0.0002666666666666667,543.3845944444445,163.19040000000004
