,source,destination
0,front-end,carts
1,orders,carts
2,unknown,front-end
3,queue-master,rabbitmq
4,orders,user
5,catalogue,catalogue-db
6,front-end,orders
7,orders,orders-db
8,orders,payment
9,front-end,user
10,user,user-db
11,front-end,catalogue
12,carts,carts-db
13,shipping,rabbitmq
14,orders,shipping
15,orders,carts
16,front-end,carts
17,front-end,catalogue
18,front-end,orders
19,orders,payment
20,orders,shipping
21,front-end,user
22,orders,user
