RS,, AC@2
RS,0.13, AC@2
RS,0.21, Avg@2
MicroRCA,0.67, AC@2
MicroRCA,0.72, Avg@2
Microscope,0.68, AC@2
Microscope,0.73, Avg@2
AAMR,0.68, AC@2
AAMR,0.73, Avg@2
