RS,, AC@2
RS,0.08, AC@2
RS,0.25, Avg@2
MicroRCA,0.64, AC@2
MicroRCA,0.69, Avg@2
Microscope,0.63, AC@2
Microscope,0.69, Avg@2
AAMR,0.68, AC@2
AAMR,0.71, Avg@2
