RS,, PR@1
RS,0.07, AC@2
RS,0.19, Avg@2
MicroRCA,0.70, AC@2
MicroRCA,0.74, Avg@2
Microscope,0.64, AC@2
Microscope,0.69, Avg@2
AAMR,0.71, AC@2
AAMR,0.74, Avg@2
