RS,, AC@2
RS,0.11, AC@2
RS,0.14, Avg@2
MicroRCA,0.69, AC@2
MicroRCA,0.75, Avg@2
Microscope,0.59, AC@2
Microscope,0.68, Avg@2
AAMR,0.64, AC@2
AAMR,0.69, Avg@2
