RS,, AC@2
RS,0.03, AC@2
RS,0.14, Avg@2
MicroRCA,0.67, AC@2
MicroRCA,0.72, Avg@2
Microscope,0.59, AC@2
Microscope,0.69, Avg@2
AAMR,0.69, AC@2
AAMR,0.73, Avg@2
