,frontend_adservice,checkoutservice_cartservice,frontend_cartservice,frontend_checkoutservice,checkoutservice_currencyservice,frontend_currencyservice,checkoutservice_emailservice,checkoutservice_paymentservice,checkoutservice_productcatalogservice,frontend_productcatalogservice,recommendationservice_productcatalogservice,frontend_recommendationservice,checkoutservice_shippingservice,frontend_shippingservice,carts_carts-db,catalogue_catalogue-db,orders_orders-db,queue-master_rabbitmq,shipping_rabbitmq,cartservice_redis-cart,user_user-db
0,2.5,2.692307692307692,2.7640845070422535,21.25,2.5,2.5148809523809526,2.5,2.5,2.5,2.53525641025641,2.51953125,3.06930693069307,2.5,2.5,0.021266666666666666,0.0,0.021266666666666666,0.0,0.0,0.1636,0.0172
1,2.5,2.692307692307692,2.7640845070422535,21.25,2.5,2.5148809523809526,2.5,2.5,2.5,2.53525641025641,2.51953125,3.06930693069307,2.5,2.5,0.021266666666666666,0.0,0.021266666666666666,0.0,0.0,0.1636,0.0172
2,2.5,2.692307692307692,2.7640845070422535,21.25,2.5,2.5148809523809526,2.5,2.5,2.5,2.53525641025641,2.51953125,3.06930693069307,2.5,2.5,0.021266666666666666,0.0,0.021266666666666666,0.0,0.0,0.1636,0.0172
3,2.545871559633028,2.5,2.5,25.0,2.5,2.50499001996008,2.5,2.5,2.5,2.5094696969696972,2.5,2.737068965517241,2.5,2.5,0.026583333333333334,0.0,0.026583333333333334,0.00013333333333333334,0.0,0.19181666666666666,0.013783333333333333
4,2.545871559633028,2.5,2.5,25.0,2.5,2.50499001996008,2.5,2.5,2.5,2.5094696969696972,2.5,2.737068965517241,2.5,2.5,0.029773333333333336,0.0,0.029773333333333336,0.00021333333333333333,0.0,0.2087466666666667,0.011733333333333333
5,2.545871559633028,2.5,2.5,25.0,2.5,2.50499001996008,2.5,2.5,2.5,2.5094696969696972,2.5,2.737068965517241,2.5,2.5,0.031900000000000005,0.0,0.031900000000000005,0.0002666666666666667,0.0,0.22003333333333333,0.010366666666666666
6,2.5,2.5,2.5517241379310347,30.0,2.5,2.5052301255230125,2.5,2.5,2.5,2.5062972292191437,2.5,2.831858407079646,2.5,2.5,0.03038095238095238,0.0,0.03038095238095238,0.0002285714285714286,7.61904761904762e-05,0.20474285714285714,0.00939047619047619
7,2.5,2.5,2.5517241379310347,30.0,2.5,2.5052301255230125,2.5,2.5,2.5,2.5062972292191437,2.5,2.831858407079646,2.5,2.5,0.029241666666666666,0.0,0.029241666666666666,0.0002,0.00013333333333333334,0.193275,0.008658333333333334
8,2.5,2.5,2.5517241379310347,30.0,2.5,2.5052301255230125,2.5,2.5,2.5,2.5062972292191437,2.5,2.831858407079646,2.5,2.5,0.028355555555555554,0.0,0.028355555555555554,0.00017777777777777779,0.00017777777777777779,0.18435555555555555,0.008088888888888889
9,2.5231481481481484,2.5,2.5166666666666666,29.166666666666668,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.7981651376146788,2.5,2.5,0.02977333333333333,0.0,0.02977333333333333,0.00016,0.00016,0.18992666666666666,0.009
10,2.5231481481481484,2.5,2.5166666666666666,29.166666666666668,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.7981651376146788,2.5,2.5,0.030933333333333327,0.0,0.030933333333333327,0.00014545454545454546,0.00014545454545454546,0.19448484848484845,0.009745454545454545
11,2.5231481481481484,2.5,2.5166666666666666,29.166666666666668,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.7981651376146788,2.5,2.5,0.03189999999999999,0.0,0.03189999999999999,0.00013333333333333334,0.00013333333333333334,0.19828333333333328,0.010366666666666665
12,2.5,2.692307692307692,2.66,29.166666666666668,2.692307692307692,2.5,2.5,2.5,2.5,2.5,2.5233644859813085,2.7835051546391756,2.5,2.5,0.03189999999999999,0.0,0.03189999999999999,0.00013333333333333334,0.00013333333333333334,0.19631111111111108,0.009227777777777777
13,2.5,2.692307692307692,2.66,29.166666666666668,2.692307692307692,2.5,2.5,2.5,2.5,2.5,2.5233644859813085,2.7835051546391756,2.5,2.5,0.03189999999999999,0.0,0.03189999999999999,0.00013333333333333334,0.00013333333333333334,0.19433888888888884,0.008088888888888889
14,2.5,2.692307692307692,2.66,29.166666666666668,2.692307692307692,2.5,2.5,2.5,2.5,2.5,2.5233644859813085,2.7835051546391756,2.5,2.5,0.03189999999999999,0.0,0.03189999999999999,0.00013333333333333334,0.00013333333333333334,0.1923666666666666,0.0069500000000000004
15,2.5925925925925926,2.6666666666666665,2.83112582781457,22.000000000000004,2.5,2.557692307692308,2.5,2.5,2.5,2.532934131736527,2.5,3.8186813186813193,2.5,2.5,0.03189999999999999,0.0,0.03189999999999999,0.00013333333333333334,0.00013333333333333334,0.19613888888888886,0.008088888888888889
16,2.5925925925925926,2.6666666666666665,2.83112582781457,22.000000000000004,2.5,2.557692307692308,2.5,2.5,2.5,2.532934131736527,2.5,3.8186813186813193,2.5,2.5,0.03189999999999999,0.0,0.03189999999999999,0.00013333333333333334,0.00013333333333333334,0.19991111111111107,0.009227777777777777
17,2.5925925925925926,2.6666666666666665,2.83112582781457,22.000000000000004,2.5,2.557692307692308,2.5,2.5,2.5,2.532934131736527,2.5,3.8186813186813193,2.5,2.5,0.03189999999999999,0.0,0.03189999999999999,0.00013333333333333334,0.00013333333333333334,0.2036833333333333,0.010366666666666665
18,,2.5,2.654109589041097,40.00000000000001,2.5,2.5404676258992804,2.5,2.5,2.5,2.5095541401273884,2.5217391304347827,3.4117647058823533,2.5,2.5,0.03189999999999999,0.0,0.03189999999999999,0.00013333333333333334,0.00013333333333333334,0.21254999999999993,0.010366666666666665
19,,2.5,2.654109589041097,40.00000000000001,2.5,2.5404676258992804,2.5,2.5,2.5,2.5095541401273884,2.5217391304347827,3.4117647058823533,2.5,2.5,0.03189999999999999,0.0,0.03189999999999999,0.00013333333333333334,0.00013333333333333334,0.2214166666666666,0.010366666666666665
20,,2.5,2.654109589041097,40.00000000000001,2.5,2.5404676258992804,2.5,2.5,2.5,2.5095541401273884,2.5217391304347827,3.4117647058823533,2.5,2.5,0.03189999999999999,0.0,0.03189999999999999,0.00013333333333333334,0.00013333333333333334,0.23028333333333326,0.010366666666666665
21,,2.5,2.7500000000000004,25.0,2.5,2.5378071833648392,2.5,2.5,2.5,2.514740566037736,2.5,3.5215053763440856,2.5,2.5,0.03189999999999999,0.0,0.03189999999999999,0.00013333333333333334,0.00013333333333333334,0.24110555555555546,0.010366666666666665
22,,2.5,2.7500000000000004,25.0,2.5,2.5378071833648392,2.5,2.5,2.5,2.514740566037736,2.5,3.5215053763440856,2.5,2.5,0.03189999999999999,0.0,0.03189999999999999,0.00013333333333333334,0.00013333333333333334,0.2519277777777777,0.010366666666666665
23,,2.5,2.7500000000000004,25.0,2.5,2.5378071833648392,2.5,2.5,2.5,2.514740566037736,2.5,3.5215053763440856,2.5,2.5,0.03189999999999999,0.0,0.03189999999999999,0.00013333333333333334,0.00013333333333333334,0.2627499999999999,0.010366666666666665
