,frontend_adservice,checkoutservice_cartservice,frontend_cartservice,frontend_checkoutservice,checkoutservice_currencyservice,frontend_currencyservice,checkoutservice_emailservice,unknown_frontend,checkoutservice_paymentservice,checkoutservice_productcatalogservice,frontend_productcatalogservice,recommendationservice_productcatalogservice,frontend_recommendationservice,checkoutservice_shippingservice,frontend_shippingservice,cartservice_redis-cart
0,2.5,2.5,2.540983606557378,37.50000000000001,2.5,2.5,2.5,16.447368421052634,2.5,2.5,2.5079113924050636,2.5,2.5510204081632657,2.5,2.5,0.036
1,2.5,2.5,2.540983606557378,37.50000000000001,2.5,2.5,2.5,16.447368421052634,2.5,2.5,2.5079113924050636,2.5,2.5510204081632657,2.5,2.5,0.036
2,2.5,,2.5,,,2.5,,16.77884615384615,,,2.5,2.5,2.594339622641509,,2.631578947368421,0.056799999999999996
3,2.5,,2.5,,,2.5,,16.77884615384615,,,2.5,2.5,2.594339622641509,,2.631578947368421,0.0672
4,2.5,,2.5,,,2.5,,16.77884615384615,,,2.5,2.5,2.594339622641509,,2.631578947368421,0.07343999999999999
5,2.5,2.5,2.5,25.0,2.5,2.5,,17.674418604651162,2.5,2.5,2.5,2.5,2.7325581395348837,2.5,2.5,0.07103333333333332
6,2.5,2.5,2.5,25.0,2.5,2.5,,17.674418604651162,2.5,2.5,2.5,2.5,2.7325581395348837,2.5,2.5,0.0693142857142857
7,2.5,2.5,2.5,25.0,2.5,2.5,,17.674418604651162,2.5,2.5,2.5,2.5,2.7325581395348837,2.5,2.5,0.068025
8,2.5,3.333333333333333,3.2638888888888893,1000.0,2.5,2.5,,758.3333333333333,2.5,2.5,2.5,2.5,3.125,2.5,2.5,0.07205185185185185
9,2.5,3.333333333333333,3.2638888888888893,1000.0,2.5,2.5,,758.3333333333333,2.5,2.5,2.5,2.5,3.125,2.5,2.5,0.07527333333333333
10,2.5,3.333333333333333,3.2638888888888893,1000.0,2.5,2.5,,758.3333333333333,2.5,2.5,2.5,2.5,3.125,2.5,2.5,0.0779090909090909
11,2.5,2.5,2.8488372093023258,1000.0,2.5,2.5,,825.0,2.5,2.5,2.510869565217391,2.5,2.7205882352941178,2.5,2.5,0.07498888888888888
12,2.5,2.5,2.8488372093023258,1000.0,2.5,2.5,,825.0,2.5,2.5,2.510869565217391,2.5,2.7205882352941178,2.5,2.5,0.07556111111111109
13,2.5,2.5,2.8488372093023258,1000.0,2.5,2.5,,825.0,2.5,2.5,2.510869565217391,2.5,2.7205882352941178,2.5,2.5,0.07613333333333332
14,2.5,3.0000000000000004,2.755102040816327,875.0,2.5,2.5122549019607847,,812.5,2.5,2.5,2.5090252707581238,2.5,2.5641025641025643,2.5,2.5,0.07543333333333331
15,2.5,3.0000000000000004,2.755102040816327,875.0,2.5,2.5122549019607847,,812.5,2.5,2.5,2.5090252707581238,2.5,2.5641025641025643,2.5,2.5,0.0747333333333333
16,2.5,3.0000000000000004,2.755102040816327,875.0,2.5,2.5122549019607847,,812.5,2.5,2.5,2.5090252707581238,2.5,2.5641025641025643,2.5,2.5,0.0740333333333333
17,2.5,3.333333333333333,3.3783783783783785,1000.0,2.5,2.5,,820.3125,2.5,,2.5,2.5,3.125,2.5,2.5,0.07197777777777775
18,2.5,3.333333333333333,3.3783783783783785,1000.0,2.5,2.5,,820.3125,2.5,,2.5,2.5,3.125,2.5,2.5,0.0699222222222222
19,2.5,3.333333333333333,3.3783783783783785,1000.0,2.5,2.5,,820.3125,2.5,,2.5,2.5,3.125,2.5,2.5,0.06786666666666664
20,2.5609756097560976,2.5,2.669491525423729,1000.0,2.5,2.5,,793.75,2.5,2.5,2.5,2.5,2.8061224489795915,2.5,2.5,0.06825555555555554
21,2.5609756097560976,2.5,2.669491525423729,1000.0,2.5,2.5,,793.75,2.5,2.5,2.5,2.5,2.8061224489795915,2.5,2.5,0.06864444444444444
22,2.5609756097560976,2.5,2.669491525423729,1000.0,2.5,2.5,,793.75,2.5,2.5,2.5,2.5,2.8061224489795915,2.5,2.5,0.06903333333333332
23,2.5,,2.6020408163265305,,,2.5,,770.2702702702702,,,2.5,2.5,2.5641025641025643,,2.5,0.07036666666666665
24,2.5,,2.6020408163265305,,,2.5,,770.2702702702702,,,2.5,2.5,2.5641025641025643,,2.5,0.07169999999999999
25,2.5,,2.6020408163265305,,,2.5,,770.2702702702702,,,2.5,2.5,2.5641025641025643,,2.5,0.07303333333333333
26,2.5,,2.5,,,2.5,,804.6875,,,2.5,2.5,2.5,,2.5,0.07730555555555554
27,2.5,,2.5,,,2.5,,804.6875,,,2.5,2.5,2.5,,2.5,0.08157777777777778
28,2.5,,2.5,,,2.5,,804.6875,,,2.5,2.5,2.5,,2.5,0.08585
29,2.5,3.0000000000000004,2.756410256410257,1375.0,2.5,2.5,,827.5862068965519,2.5,2.5,2.5096153846153846,2.5,2.5675675675675675,2.5,2.5,0.08876111111111111
30,2.5,3.0000000000000004,2.756410256410257,1375.0,2.5,2.5,,827.5862068965519,2.5,2.5,2.5096153846153846,2.5,2.5675675675675675,2.5,2.5,0.09167222222222221
