,Unnamed: 0,carts_carts-db,cartservice_redis-cart,checkoutservice_cartservice,checkoutservice_currencyservice,checkoutservice_emailservice,checkoutservice_paymentservice,checkoutservice_productcatalogservice,checkoutservice_shippingservice,frontend_adservice,frontend_cartservice,frontend_checkoutservice,frontend_currencyservice,frontend_productcatalogservice,frontend_recommendationservice,frontend_shippingservice,orders_orders-db,queue-master_rabbitmq,recommendationservice_productcatalogservice,shipping_rabbitmq,unknown_frontend,user_user-db
12,24,0.06380047262410085,0.5068040613818698,5.0,5.0,5.0,5.0,5.0,5.0,5.020833333333333,5.166210295728368,42.50000000000001,5.004578754578755,5.016187067103598,5.659159663865546,5.0,0.06202801408982819,0.0002666666666666667,5.0,0.0002666725929876807,17.835820895522392,0.020733372595210048
13,26,0.06380094524820172,0.5102247894304064,5.0,5.0,5.0,5.0,5.0,5.0,5.020833333333333,5.166210295728368,42.50000000000001,5.004578754578755,5.016187067103598,5.659159663865546,5.0,0.06025602817965642,0.0002666666666666667,5.0,0.00026667851930869453,17.835820895522392,0.02073341185708677
14,28,0.06380141787230258,0.5136455174789429,5.0,5.0,5.0,5.0,5.0,5.0,5.020833333333333,5.166210295728368,42.50000000000001,5.004578754578755,5.016187067103598,5.659159663865546,5.0,0.058484042269484636,0.0002666666666666667,5.0,0.0002666844456297085,17.835820895522392,0.02073345111896348
15,30,0.06380118159175832,0.5158824742744158,5.0,5.0,5.0,5.0,5.0,2.5,5.046296296296297,5.071177062374245,1500.0,5.025130703902127,5.003387533875339,5.609546703296703,5.0,0.06025579193061832,0.0002666666666666667,5.0,0.0002666844456297085,19.000000000000004,0.020733260020592264
16,32,0.06380094531121407,0.5181194310698887,5.0,5.0,5.0,5.0,5.0,2.5,5.046296296296297,5.071177062374245,1500.0,5.025130703902127,5.003387533875339,5.609546703296703,5.0,0.062027541591752035,0.0002666666666666667,5.0,0.0002666844456297085,19.000000000000004,0.02073306892222104
17,34,0.0638007090306698,0.5203563878653615,5.0,5.0,5.0,5.0,5.0,2.5,5.046296296296297,5.071177062374245,1500.0,5.025130703902127,5.003387533875339,5.609546703296703,5.0,0.06379929125288573,0.0002666666666666667,5.0,0.0002666844456297085,19.000000000000004,0.020732877823849825
18,36,0.0638007090306698,0.5161730545320282,5.0,5.0,5.0,5.0,5.0,377.5,5.055555555555555,5.076255476912706,1500.0,5.0476476624017135,5.019982269503546,5.70959595959596,377.5,0.06379929125288573,0.0002666666666666667,5.041347731000547,0.0002666844456297085,20.552325581395344,0.020732877823849825
19,38,0.0638007090306698,0.5119897211986948,5.0,5.0,5.0,5.0,5.0,377.5,5.055555555555555,5.076255476912706,1500.0,5.0476476624017135,5.019982269503546,5.70959595959596,377.5,0.06379929125288573,0.0002666666666666667,5.041347731000547,0.0002666844456297085,20.552325581395344,0.020732877823849825
20,40,0.0638007090306698,0.5078063878653615,5.0,5.0,5.0,5.0,5.0,377.5,5.055555555555555,5.076255476912706,1500.0,5.0476476624017135,5.019982269503546,5.70959595959596,377.5,0.06379929125288573,0.0002666666666666667,5.041347731000547,0.0002666844456297085,20.552325581395344,0.020732877823849825
21,42,0.0638007090306698,0.5058230545320281,5.0,5.0,5.0,5.0,5.0,377.5,5.0225225225225225,5.258374571754853,1500.0,5.019138808458367,5.009418169895904,5.676883780332055,377.5,0.06379929125288573,0.0002666666666666667,5.0,0.0002666844456297085,20.19662921348315,0.020732877823849825
22,44,0.0638007090306698,0.5038397211986948,5.0,5.0,5.0,5.0,5.0,377.5,5.0225225225225225,5.258374571754853,1500.0,5.019138808458367,5.009418169895904,5.676883780332055,377.5,0.06379929125288573,0.0002666666666666667,5.0,0.0002666844456297085,20.19662921348315,0.020732877823849825
23,46,0.0638007090306698,0.5018563878653615,5.0,5.0,5.0,5.0,5.0,377.5,5.0225225225225225,5.258374571754853,1500.0,5.019138808458367,5.009418169895904,5.676883780332055,377.5,0.06379929125288573,0.0002666666666666667,5.0,0.0002666844456297085,20.19662921348315,0.020732877823849825
24,48,0.0638007090306698,0.4910223322616545,5.0,5.0,5.0,5.0,5.0,377.5,5.022321428571429,5.082803391626922,1500.0,5.005694760820045,5.008358100374174,5.662878787878789,377.5,0.06379929125288573,0.0002666666666666667,5.017605633802817,0.0002666844456297084,20.151515151515152,0.020732877823849825
25,50,0.0638007090306698,0.4801882766579476,5.0,5.0,5.0,5.0,5.0,377.5,5.022321428571429,5.082803391626922,1500.0,5.005694760820045,5.008358100374174,5.662878787878789,377.5,0.06379929125288573,0.0002666666666666667,5.017605633802817,0.0002666844456297084,20.151515151515152,0.020732877823849825
26,52,0.0638007090306698,0.4693542210542408,5.0,5.0,5.0,5.0,5.0,377.5,5.022321428571429,5.082803391626922,1500.0,5.005694760820045,5.008358100374174,5.662878787878789,377.5,0.06379929125288573,0.0002666666666666667,5.017605633802817,0.0002666844456297084,20.151515151515152,0.020732877823849825
27,54,0.0638007090306698,0.4634490591761437,5.0,5.0,5.0,5.0,5.0,377.5,5.085470085470085,5.074747902122558,1500.0,5.008849807027216,5.0,5.651400367309458,377.5,0.06379929125288573,0.0002666666666666667,5.01953125,0.0002666844456297084,18.87019230769231,0.020732877823849825
28,56,0.0638007090306698,0.4575438972980467,5.0,5.0,5.0,5.0,5.0,377.5,5.085470085470085,5.074747902122558,1500.0,5.008849807027216,5.0,5.651400367309458,377.5,0.06379929125288573,0.0002666666666666667,5.01953125,0.0002666844456297084,18.87019230769231,0.020732877823849825
29,58,0.0638007090306698,0.4516387354199497,5.0,5.0,5.0,5.0,5.0,377.5,5.085470085470085,5.074747902122558,1500.0,5.008849807027216,5.0,5.651400367309458,377.5,0.06379929125288573,0.0002666666666666667,5.01953125,0.0002666844456297084,18.87019230769231,0.020732877823849825
30,60,0.0638007090306698,0.46013873541994965,5.0,5.0,5.0,5.0,5.0,377.5,5.025510204081632,5.066013071895425,1500.0,5.010416847514714,5.021252610034329,5.67084017515052,377.5,0.06379929125288573,0.0002666666666666667,5.0367647058823515,0.0002666844456297084,21.85185185185185,0.020732877823849825
