,frontend_adservice,checkoutservice_cartservice,frontend_cartservice,frontend_checkoutservice,checkoutservice_currencyservice,frontend_currencyservice,checkoutservice_emailservice,unknown_frontend,checkoutservice_paymentservice,checkoutservice_productcatalogservice,frontend_productcatalogservice,recommendationservice_productcatalogservice,frontend_recommendationservice,checkoutservice_shippingservice,frontend_shippingservice,cartservice_redis-cart
0,2.5,2.5,2.5,17.5,2.5,2.5,2.5,17.682926829268293,2.5,,2.5,2.5,2.8571428571428577,2.5,2.5,0.11393333333333333
1,2.5,2.5,2.5,17.5,2.5,2.5,2.5,17.682926829268293,2.5,,2.5,2.5,2.8571428571428577,2.5,2.5,0.11393333333333333
2,2.5,2.5,2.5,17.5,2.5,2.5,2.5,17.682926829268293,2.5,,2.5,2.5,2.8571428571428577,2.5,2.5,0.11393333333333333
3,2.5,,2.5378787878787876,,,2.5,,17.058823529411764,,,2.5,2.5,2.5500000000000003,,2.5,0.12458333333333332
4,2.5,,2.5378787878787876,,,2.5,,17.058823529411764,,,2.5,2.5,2.5500000000000003,,2.5,0.13097333333333333
5,2.5,,2.5378787878787876,,,2.5,,17.058823529411764,,,2.5,2.5,2.5500000000000003,,2.5,0.13523333333333332
6,2.5,2.5,2.5,31.25,2.5,2.5,2.5,17.96875,3.75,2.5,2.5,2.5,2.7314814814814814,2.5,2.5,0.12981904761904758
7,2.5,2.5,2.5,31.25,2.5,2.5,2.5,17.96875,3.75,2.5,2.5,2.5,2.7314814814814814,2.5,2.5,0.1257583333333333
8,2.5,2.5,2.5,31.25,2.5,2.5,2.5,17.96875,3.75,2.5,2.5,2.5,2.7314814814814814,2.5,2.5,0.12259999999999997
9,2.5,2.5,2.5,25.0,2.5,2.5,2.5,17.35576923076923,2.5,2.5,2.5,2.5,2.631578947368421,2.5,2.5,0.13811999999999997
10,2.5,2.5,2.5,25.0,2.5,2.5,2.5,17.35576923076923,2.5,2.5,2.5,2.5,2.631578947368421,2.5,2.5,0.1508181818181818
11,2.5,2.5,2.5,25.0,2.5,2.5,2.5,17.35576923076923,2.5,2.5,2.5,2.5,2.631578947368421,2.5,2.5,0.1614
12,2.5,2.5,2.5,31.25,2.5,2.5,2.5,19.375000000000004,2.5,2.5,2.5,2.5,2.755102040816327,2.5,2.5,0.15909444444444443
13,2.5,2.5,2.5,31.25,2.5,2.5,2.5,19.375000000000004,2.5,2.5,2.5,2.5,2.755102040816327,2.5,2.5,0.15678888888888887
14,2.5,2.5,2.5,31.25,2.5,2.5,2.5,19.375000000000004,2.5,2.5,2.5,2.5,2.755102040816327,2.5,2.5,0.1544833333333333
15,2.5,2.5,2.536764705882353,37.50000000000001,2.5,2.5,2.5,17.349999999999998,2.5,2.5,2.5,2.5,2.5961538461538467,2.5,2.5,0.1557111111111111
16,2.5,2.5,2.536764705882353,37.50000000000001,2.5,2.5,2.5,17.349999999999998,2.5,2.5,2.5,2.5,2.5961538461538467,2.5,2.5,0.15693888888888885
17,2.5,2.5,2.536764705882353,37.50000000000001,2.5,2.5,2.5,17.349999999999998,2.5,2.5,2.5,2.5,2.5961538461538467,2.5,2.5,0.1581666666666666
18,2.5,2.5,2.7777777777777777,21.25,2.5,2.5,2.5,20.33783783783784,2.5,2.5,2.5,2.5,2.7777777777777777,2.5,2.5,0.1570944444444444
19,2.5,2.5,2.7777777777777777,21.25,2.5,2.5,2.5,20.33783783783784,2.5,2.5,2.5,2.5,2.7777777777777777,2.5,2.5,0.15602222222222217
20,2.5,2.5,2.7777777777777777,21.25,2.5,2.5,2.5,20.33783783783784,2.5,2.5,2.5,2.5,2.7777777777777777,2.5,2.5,0.15494999999999995
21,2.5,2.5,2.5,37.50000000000001,2.5,2.5,2.5,18.02325581395349,2.5,2.5,2.5,2.5,2.6086956521739126,3.0000000000000004,2.5,0.14902777777777773
22,2.5,2.5,2.5,37.50000000000001,2.5,2.5,2.5,18.02325581395349,2.5,2.5,2.5,2.5,2.6086956521739126,3.0000000000000004,2.5,0.14310555555555549
23,2.5,2.5,2.5,37.50000000000001,2.5,2.5,2.5,18.02325581395349,2.5,2.5,2.5,2.5,2.6086956521739126,3.0000000000000004,2.5,0.13718333333333324
24,2.5,2.5,2.661290322580645,20.0,2.5,2.5,2.5,19.86842105263158,2.5,2.5,2.5,2.5,2.8,2.5,2.5,0.13698333333333326
25,2.5,2.5,2.661290322580645,20.0,2.5,2.5,2.5,19.86842105263158,2.5,2.5,2.5,2.5,2.8,2.5,2.5,0.13678333333333326
26,2.5,2.5,2.661290322580645,20.0,2.5,2.5,2.5,19.86842105263158,2.5,2.5,2.5,2.5,2.8,2.5,2.5,0.13658333333333325
27,2.5,2.5,2.708333333333333,37.50000000000001,2.5,2.5,2.5,19.0,2.5,2.5,2.5,2.5,2.755102040816327,2.5,2.5,0.1366499999999999
28,2.5,2.5,2.708333333333333,37.50000000000001,2.5,2.5,2.5,19.0,2.5,2.5,2.5,2.5,2.755102040816327,2.5,2.5,0.13671666666666657
29,2.5,2.5,2.708333333333333,37.50000000000001,2.5,2.5,2.5,19.0,2.5,2.5,2.5,2.5,2.755102040816327,2.5,2.5,0.13678333333333323
30,2.5,2.5,2.688679245283019,41.66666666666667,2.5,2.5103305785123964,2.5,19.46428571428572,2.5,2.5,2.5079872204472844,2.5,2.7906976744186047,2.5,2.5,0.13617777777777768
