,frontend_adservice,checkoutservice_cartservice,frontend_cartservice,frontend_checkoutservice,checkoutservice_currencyservice,frontend_currencyservice,loadgenerator_frontend,checkoutservice_paymentservice,checkoutservice_productcatalogservice,frontend_productcatalogservice,recommendationservice_productcatalogservice,frontend_recommendationservice,checkoutservice_shippingservice,frontend_shippingservice,cartservice_redis-cart
0,2.6086956521739126,2.5,2.628205128205128,37.50000000000001,2.5,2.5,21.91176470588235,2.5,2.5,2.5,2.5,2.7777777777777777,2.5,2.5,0.16966666666666666
1,2.625,,2.7,,,2.5,21.53846153846154,,,2.5,2.5,3.2352941176470584,,2.5,0.19286666666666666
2,2.625,,2.7,,,2.5,21.53846153846154,,,2.5,2.5,3.2352941176470584,,2.5,0.2006
3,2.625,,2.7,,,2.5,21.53846153846154,,,2.5,2.5,3.2352941176470584,,2.5,0.20446666666666666
4,2.5,2.5,2.6724137931034484,37.50000000000001,2.5,2.5,22.5,2.5,2.5,2.517730496453901,2.5,2.763157894736842,2.5,2.5,0.18673333333333333
5,2.5,2.5,2.6724137931034484,37.50000000000001,2.5,2.5,22.5,2.5,2.5,2.517730496453901,2.5,2.763157894736842,2.5,2.5,0.1749111111111111
6,2.5,2.5,2.6724137931034484,37.50000000000001,2.5,2.5,22.5,2.5,2.5,2.517730496453901,2.5,2.763157894736842,2.5,2.5,0.16646666666666662
7,2.6086956521739126,2.5,2.5641025641025643,375.0,2.5,2.5483870967741935,31.25,,2.5,2.5,2.5,3.5000000000000004,2.5,2.5,0.1585083333333333
8,2.6086956521739126,2.5,2.5641025641025643,375.0,2.5,2.5483870967741935,31.25,,2.5,2.5,2.5,3.5000000000000004,2.5,2.5,0.1523185185185185
9,2.6086956521739126,2.5,2.5641025641025643,375.0,2.5,2.5483870967741935,31.25,,2.5,2.5,2.5,3.5000000000000004,2.5,2.5,0.14736666666666665
10,2.5,2.5,2.7439024390243905,375.0,2.9166666666666665,2.552816901408451,33.482142857142854,375.0,3.0000000000000004,2.5110132158590313,2.5,4.375,2.5,2.5,0.1503272727272727
11,2.5,2.5,2.7439024390243905,375.0,2.9166666666666665,2.552816901408451,33.482142857142854,375.0,3.0000000000000004,2.5110132158590313,2.5,4.375,2.5,2.5,0.15279444444444443
12,2.5,2.5,2.7439024390243905,375.0,2.9166666666666665,2.552816901408451,33.482142857142854,375.0,3.0000000000000004,2.5110132158590313,2.5,4.375,2.5,2.5,0.15364999999999998
13,2.604166666666667,2.5,2.5757575757575757,375.0,2.5,2.536764705882353,32.06521739130435,375.0,2.5,2.514367816091954,2.5,5.1923076923076925,2.5,2.5,0.15619444444444444
14,2.604166666666667,2.5,2.5757575757575757,375.0,2.5,2.536764705882353,32.06521739130435,375.0,2.5,2.514367816091954,2.5,5.1923076923076925,2.5,2.5,0.1587388888888889
15,2.604166666666667,2.5,2.5757575757575757,375.0,2.5,2.536764705882353,32.06521739130435,375.0,2.5,2.514367816091954,2.5,5.1923076923076925,2.5,2.5,0.16128333333333336
16,3.0357142857142856,2.5,2.5,375.0,2.5,2.5,23.5,375.0,2.5,2.5,2.5,2.941176470588235,2.5,2.5,0.1620277777777778
17,3.0357142857142856,2.5,2.5,375.0,2.5,2.5,23.5,375.0,2.5,2.5,2.5,2.941176470588235,2.5,2.5,0.16277222222222223
18,3.0357142857142856,2.5,2.5,375.0,2.5,2.5,23.5,375.0,2.5,2.5,2.5,2.941176470588235,2.5,2.5,0.16351666666666667
19,2.6000000000000005,2.5,2.6515151515151514,375.0,2.5,2.5765306122448974,30.434782608695656,375.0,2.5,2.5,2.5,3.0208333333333335,2.5,2.5,0.16485
20,2.6000000000000005,2.5,2.6515151515151514,375.0,2.5,2.5765306122448974,30.434782608695656,375.0,2.5,2.5,2.5,3.0208333333333335,2.5,2.5,0.16618333333333332
21,2.6000000000000005,2.5,2.6515151515151514,375.0,2.5,2.5765306122448974,30.434782608695656,375.0,2.5,2.5,2.5,3.0208333333333335,2.5,2.5,0.16751666666666667
22,2.826086956521739,2.5,2.616279069767442,375.0,2.5,2.534246575342466,31.5,375.0,2.5,2.510460251046025,2.5,3.913043478260869,2.5,2.5,0.16717222222222225
23,2.826086956521739,2.5,2.616279069767442,375.0,2.5,2.534246575342466,31.5,375.0,2.5,2.510460251046025,2.5,3.913043478260869,2.5,2.5,0.1668277777777778
24,2.826086956521739,2.5,2.616279069767442,375.0,2.5,2.534246575342466,31.5,375.0,2.5,2.510460251046025,2.5,3.913043478260869,2.5,2.5,0.16648333333333337
25,2.5,,2.613636363636364,,,2.5255102040816326,28.333333333333336,,,2.5,2.5,2.857142857142857,,2.5,0.16561666666666672
26,2.5,,2.613636363636364,,,2.5255102040816326,28.333333333333336,,,2.5,2.5,2.857142857142857,,2.5,0.16475000000000006
27,2.5,,2.613636363636364,,,2.5255102040816326,28.333333333333336,,,2.5,2.5,2.857142857142857,,2.5,0.1638833333333334
28,2.5,3.333333333333333,2.578125,375.0,2.5,2.518939393939394,27.08333333333334,375.0,2.5,2.5,2.5,2.717391304347826,2.5,2.5,0.16147222222222232
29,2.5,3.333333333333333,2.578125,375.0,2.5,2.518939393939394,27.08333333333334,375.0,2.5,2.5,2.5,2.717391304347826,2.5,2.5,0.1590611111111112
30,2.5,3.333333333333333,2.578125,375.0,2.5,2.518939393939394,27.08333333333334,375.0,2.5,2.5,2.5,2.717391304347826,2.5,2.5,0.1566500000000001
