,source,destination
0,unknown,front-end
1,orders,shipping
2,front-end,user
3,orders,user
4,front-end,catalogue
5,carts,carts-db
6,catalogue,catalogue-db
7,orders,payment
8,front-end,carts
9,shipping,rabbitmq
10,front-end,orders
11,orders,orders-db
12,queue-master,rabbitmq
13,user,user-db
14,orders,carts
15,orders,shipping
16,front-end,user
17,orders,user
18,orders,carts
19,front-end,carts
20,front-end,catalogue
21,front-end,orders
22,orders,payment
