,Unnamed: 0,carts_carts-db,cartservice_redis-cart,catalogue_catalogue-db,front-end_carts,front-end_catalogue,front-end_orders,front-end_user,orders_carts,orders_orders-db,orders_payment,orders_shipping,orders_user,queue-master_rabbitmq,shipping_rabbitmq,unknown_front-end,user_user-db
0,0,115.19346666666667,0.0018666666666666664,80.50053333333332,10.416588235294117,48.863018181818184,31.63003120567376,47.56998834080717,6.399425062656642,1.7210666666666665,4.41617005988024,4.9379140350877195,15.777473059360732,3.5466666666666664,0.0,675.4264000000002,236.18626666666665
1,2,115.19346666666667,0.0018666666666666664,80.50053333333332,10.416588235294117,48.863018181818184,31.63003120567376,47.56998834080717,6.399425062656642,1.7210666666666665,4.41617005988024,4.9379140350877195,15.777473059360732,3.5466666666666664,0.0,675.4264000000002,236.18626666666665
2,4,115.19346666666667,0.0018666666666666664,80.50053333333332,10.416588235294117,48.863018181818184,31.63003120567376,47.56998834080717,6.399425062656642,1.7210666666666665,4.41617005988024,4.9379140350877195,15.777473059360732,3.5466666666666664,0.0,675.4264000000002,236.18626666666665
3,6,102.19081666666666,0.0023333333333333327,88.17009999999999,10.986991666666666,44.126889350180505,30.852523057644117,43.20975509641872,6.636497859327218,1.4654333333333334,4.3367,4.896106214689265,15.807107275803723,4.207233333333333,0.0,654.0781000000002,208.24973333333332
4,8,94.38922666666666,0.002613333333333333,92.77184,11.227211666666665,41.2822993501805,29.855463057644116,40.48529509641872,6.6342978593272175,1.3120533333333333,4.298,4.855466214689265,15.74490727580372,4.603573333333333,0.0,641.26912,191.48781333333335
5,10,89.18816666666666,0.0028,95.83966666666669,11.387358333333331,39.38590601684717,29.190756390977448,38.668988429752055,6.632831192660551,1.2098,4.2722,4.828372881355932,15.703440609137056,4.867799999999999,0.0,632.7298,180.3132
6,12,93.1895238095238,0.0026666666666666666,91.75638095238097,11.558038095238096,41.04666523297491,28.500380286380285,40.176127093596044,6.407164154480689,1.2708380952380953,4.378304761904762,4.805352380952382,15.335852491694352,4.671466666666666,0.0,651.0047047619048,186.2165238095238
7,14,96.19054166666666,0.0025666666666666663,88.69391666666667,11.711159523809524,42.35529023297491,28.731158857808857,41.513591379310334,6.3501998687664045,1.3166166666666665,4.457883333333333,4.819866666666667,15.176145348837208,4.524216666666666,0.0,664.7108833333333,190.64401666666663
8,16,98.52466666666666,0.002488888888888889,86.312,11.83025396825397,43.37310967741934,28.9106533022533,42.553841379310335,6.305894313210849,1.352222222222222,4.519777777777778,4.831155555555556,15.05192868217054,4.409688888888889,0.0,675.3712444444443,194.0876222222222
9,18,94.48445333333332,0.006906666666666666,89.60148000000001,11.0056379342723,41.61267154362416,27.972447389558234,41.17024459770115,5.793817908496732,1.291653333333333,4.495746666666667,4.846959999999999,15.10525766444937,4.626626666666667,0.00010666666666666667,665.8250466666666,187.92117333333334
10,20,91.17882424242421,0.01052121212121212,92.29287272727274,10.935259752454119,40.323295179987795,27.596974662285504,40.15870459770115,5.789074272133096,1.2420969696969695,4.476084848484849,4.859890909090909,15.3569903917221,4.804121212121212,0.00019393939393939398,658.0145212121213,182.87589696969695
11,22,88.42413333333332,0.013533333333333331,94.5357,10.876611267605632,39.24881487695751,27.284080722891566,39.31575459770115,5.7851212418300655,1.2008,4.459700000000001,4.870666666666667,15.566767664449369,4.9520333333333335,0.0002666666666666667,651.5057499999998,178.6715
12,24,88.1028388888889,0.013533333333333331,94.14284444444448,10.837871633384534,39.36073545588779,27.06870152207002,39.57909346497413,5.82897910798122,1.1944666666666666,4.444233333333334,4.889934920634921,15.25791254480287,4.940211111111111,0.0002666666666666667,655.3227777777778,177.9494222222222
13,26,87.78154444444442,0.013533333333333331,93.74998888888894,10.930349411162315,39.49135767811,27.052612633181127,39.803376798307475,5.834979107981219,1.1881333333333333,4.428766666666667,4.891346031746032,15.114818100358423,4.92838888888889,0.0002666666666666667,659.1398055555555,177.22734444444444
14,28,87.46024999999997,0.013533333333333331,93.35713333333337,11.022827188940092,39.62197990033223,27.03652374429224,40.0276601316408,5.84097910798122,1.1818,4.4133,4.8927571428571435,14.97172365591398,4.916566666666666,0.0002666666666666667,662.9568333333333,176.50526666666664
15,30,88.5852611111111,0.013533333333333331,91.71286666666668,11.229282391713747,39.60158095238095,27.145089639639643,40.037829310344826,6.0258576858813715,1.1931333333333334,4.4342,4.898888888888889,15.446928165374679,4.9476,0.0002666666666666667,663.4489722222222,177.57726666666667
16,32,89.71027222222219,0.013533333333333331,90.06860000000006,11.25145461393597,39.42399761904761,27.25157297297298,40.09064597701149,6.002513241436927,1.2044666666666666,4.4551,4.92287777777778,15.715205943152458,4.978633333333334,0.0002666666666666667,663.9411111111112,178.64926666666668
17,34,90.8352833333333,0.013533333333333331,88.42433333333338,11.273626836158193,39.24641428571429,27.35805630630631,40.143462643678156,5.979168796992482,1.2157999999999998,4.476,4.9468666666666685,15.983483720930236,5.009666666666668,0.0002666666666666667,664.4332500000003,179.7212666666667
18,36,89.76593888888885,0.013533333333333331,90.44936666666672,11.133029078014186,38.84408999664316,27.35345337552743,40.03058800803585,5.770068648018649,1.2091333333333332,4.421833333333333,4.997813605442178,15.94145254874325,5.030355555555557,0.0002666666666666667,662.0154055555557,180.91729444444445
19,38,88.6965944444444,0.013533333333333331,92.47440000000006,11.137445744680853,38.69934555219873,27.101886708860764,39.96072689692474,5.753801981351982,1.2024666666666668,4.367666666666667,5.014746938775511,15.992796993187689,5.051044444444445,0.0002666666666666667,659.5975611111112,182.11332222222228
20,40,87.62724999999995,0.013533333333333331,94.4994333333334,11.14186241134752,38.55460110775428,26.8503200421941,39.89086578581363,5.737535314685315,1.1958000000000002,4.3134999999999994,5.031680272108845,16.044141437632135,5.071733333333335,0.0002666666666666667,657.1797166666666,183.30935000000008
21,42,88.16202222222215,0.013533333333333331,92.45980000000006,10.692315915915916,38.83894188034188,27.489414102564112,39.720815195864276,5.748650380517507,1.2028,4.317966666666667,4.986377777777779,15.86021360415085,5.108677777777778,0.0002666666666666667,657.6018611111111,183.2086333333334
22,44,88.69679444444435,0.013533333333333331,90.42016666666674,10.659004804804805,39.06968632478632,28.07921410256411,39.63494297364205,5.800478158295283,1.2098000000000002,4.322433333333333,4.97508888888889,15.706252493039738,5.145622222222224,0.0002666666666666667,658.0240055555556,183.10791666666674
23,46,89.23156666666658,0.013533333333333331,88.3805333333334,10.625693693693695,39.300430769230765,28.66901410256411,39.54907075141983,5.852305936073061,1.2168,4.3269,4.963800000000001,15.552291381928626,5.182566666666668,0.0002666666666666667,658.44615,183.00720000000007
24,48,88.93533333333325,0.013533333333333331,89.75531111111118,11.426461111111113,39.357054567022544,28.515160389610394,39.889377541890354,6.0231722222222235,1.2218000000000002,4.374988888888889,4.980733333333335,15.759178282828284,5.204733333333335,0.0002666666666666667,657.3404222222222,182.94681666666673
25,50,88.63909999999993,0.013533333333333331,91.13008888888896,11.47647777777778,39.24652123368921,28.115927056277062,40.0296330974459,5.94717777777778,1.2268000000000001,4.423077777777777,4.997666666666667,15.858667171717173,5.2269000000000005,0.0002666666666666667,656.2346944444444,182.88643333333343
26,52,88.34286666666657,0.013533333333333331,92.50486666666674,11.526494444444449,39.13598790035587,27.71669372294373,40.169888653001465,5.8711833333333345,1.2318000000000002,4.471166666666667,5.0146,15.958156060606061,5.249066666666668,0.0002666666666666667,655.1289666666665,182.82605000000012
27,54,87.20915555555547,0.013533333333333331,92.4592333333334,10.70118703703704,39.28858119953864,27.55438888888889,39.89784185388965,5.710531313131314,1.2318000000000002,4.468977777777778,5.059829024943312,15.637716666666664,5.275666666666667,0.0002666666666666667,655.5817944444443,182.5511111111112
28,56,86.07544444444436,0.013533333333333331,92.41360000000009,10.686064814814817,39.510347866205315,27.781694444444447,39.78305296500077,5.729803535353536,1.2318000000000002,4.466788888888889,5.088051247165534,15.486216666666666,5.302266666666667,0.0002666666666666667,656.0346222222222,182.2761722222223
29,58,84.94173333333326,0.013533333333333331,92.36796666666677,10.670942592592596,39.73211453287198,28.009,39.66826407611189,5.749075757575758,1.2318000000000002,4.464600000000001,5.116273469387757,15.334716666666667,5.328866666666666,0.0002666666666666667,656.48745,182.00123333333337
30,60,85.64741203512352,0.013533322963654273,93.94900816908513,10.641584076020248,39.60793229629239,28.22967047213689,39.84577448162431,5.942855848018328,1.2497901502862774,4.420492579753943,5.078086830507597,15.516369533700052,5.314069087986727,0.0002666666666666667,656.0106060118212,180.9406263249117
