,front-end_carts,orders_carts,carts_carts-db,front-end_catalogue,catalogue_catalogue-db,unknown_front-end,front-end_orders,orders_orders-db,orders_payment,queue-master_rabbitmq,shipping_rabbitmq,orders_shipping
0,4.9186000000000005,2.982266666666667,0.021266666666666666,0.7834666666666666,0.0,0.0,6.471533333333333,0.04253333333333333,0.0,0.0,0.0,2.3706666666666667
1,4.9186000000000005,2.982266666666667,0.021266666666666666,0.7834666666666666,0.0,0.0,6.471533333333333,0.04253333333333333,0.0,0.0,0.0,2.3706666666666667
2,4.9186000000000005,2.9822666666666664,0.021266666666666666,0.7834666666666666,0.0,0.0,6.471533333333333,0.04253333333333333,0.0,0.0,0.0,2.3706666666666667
3,4.8278,2.8259166666666666,9.999333333333333,9.903383333333332,10.805083333333334,136.75889999999998,6.862816666666667,0.16921666666666668,0.39516666666666667,0.6472666666666667,0.0,2.3918333333333335
4,4.77332,2.7321066666666667,15.986173333333332,15.375333333333334,17.288133333333334,218.81423999999998,7.097586666666667,0.24522666666666665,0.6322666666666666,1.0356266666666667,0.0,2.4045333333333336
5,4.736999999999999,2.669566666666667,19.9774,19.0233,21.610166666666668,273.51779999999997,7.254100000000001,0.2959,0.7903333333333333,1.2945333333333333,0.0,2.4130000000000003
6,4.844380952380952,2.663771428571429,21.864847619047616,20.07773333333333,23.249685714285715,322.8214952380952,8.132171428571429,0.3174190476190476,0.8632571428571428,1.3553333333333335,0.0,2.421466666666667
7,4.924916666666666,2.6594250000000006,23.280433333333328,20.868558333333333,24.479325000000003,359.79926666666665,8.790725,0.33355833333333335,0.9179499999999999,1.4009333333333334,0.0,2.4278166666666667
8,4.987555555555556,2.6560444444444453,24.381444444444437,21.483644444444444,25.435711111111114,388.55975555555557,9.302933333333334,0.34611111111111115,0.9604888888888888,1.4364,0.0,2.4327555555555556
9,5.173926666666667,2.6859600000000006,26.520179999999993,23.904613333333334,28.95464666666667,419.33728,9.18382,0.3924266666666667,1.1151733333333333,1.6403333333333332,5.333333333333333e-05,2.44348
10,5.326412121212122,2.710436363636364,28.27005454545454,25.88540606060606,31.833775757575758,444.51889090909094,9.086363636363636,0.43032121212121216,1.2417333333333334,1.8071878787878788,9.696969696969698e-05,2.4522545454545455
