,Unnamed: 0,carts_carts-db,cartservice_redis-cart,catalogue_catalogue-db,front-end_carts,front-end_catalogue,front-end_orders,front-end_user,orders_carts,orders_orders-db,orders_payment,orders_shipping,orders_user,queue-master_rabbitmq,shipping_rabbitmq,unknown_front-end,user_user-db
0,0,56.36933333333334,0.0018666666666666664,112.86613333333334,11.330626783114994,45.54711020408163,27.90611494252873,49.06712558782849,6.387097512437811,1.2130666666666665,3.9790666666666663,4.921466666666667,15.24649753381066,3.4934666666666665,0.0,585.6641999999998,202.59019999999998
1,2,70.51897771259694,0.024265111214807903,85.06255803390886,10.323394023741944,36.7018855544784,27.84151989665336,37.178551308230055,5.937625625205234,1.0797684509921561,4.163271750772171,4.7946555162989135,15.560063364554345,4.903056245139213,0.00053329778014799,610.8698641490566,170.6777078261449
2,4,75.23552583901814,0.03173125939752165,75.79469960076736,9.9259702171809,33.74776003395753,27.797652791497402,33.19121202047888,5.788584784224263,1.035335712433986,4.224673445474005,4.732543863001726,15.600043348851688,5.372919437963395,0.0007110637068639867,619.2717521987422,160.0402104348599
3,6,77.59379990222874,0.03546433348887852,71.16077038419661,9.727258313900379,32.27069727369711,27.77571923891943,31.197542376603288,5.714064363733776,1.0131193431549008,4.255374292824923,4.7014880363531315,15.62003334100036,5.607851034375487,0.0007999466702219853,623.4726962235851,154.72146173921737
4,8,75.00811546015221,0.02874482501498441,79.29717421121755,9.531639526636187,34.60265805926201,27.206253318106178,34.61864158800362,5.657334052154008,1.113929036761403,4.251408846817267,4.674188755955091,15.146677914177108,5.124723390337911,0.0006399573361775883,613.839027703583,163.98334313629027
5,10,73.2843258321012,0.024265152699055003,84.7214434292315,9.642925573875551,36.1400778932093,26.86982319932244,36.93231511139178,5.611999083296212,1.1811354991657381,4.237800303864794,4.69567177537227,14.970835902515816,4.80263829431286,0.00053329778014799,607.4165820235818,170.15793073433883
6,12,72.05304752635047,0.021065386759105426,88.59592144209861,9.722415607617956,37.238234917457355,26.62951597161977,38.58493905666904,5.5796169626835015,1.2291401151688341,4.228079916041599,4.7110167892416825,14.845234465614894,4.572577511437825,0.0004571123829839915,602.8291208235806,174.56835044723064
7,14,71.88646658555666,0.019232213414217245,84.61498126183628,9.399756452257527,35.8075805527752,26.13448737389298,37.73366624861344,5.710401560269592,1.1648142674393966,4.278128479167978,4.714039690586473,14.724476445866362,4.72363865584143,0.00039997333511099264,607.8358640539664,169.72473997466017
8,16,71.75690363160592,0.017806411923748662,81.51869445496558,9.3108209963842,34.701508436561205,26.20662475562974,37.1022227294643,5.717959291152012,1.114783052538723,4.316884574075241,4.716390836076864,14.63419231286191,4.841130657044235,0.00035553185343199334,611.7299976775997,165.9574873848831
9,18,71.65325326844534,0.016665770731373795,79.04166500946901,9.23967263168554,33.81665074359002,26.26433466101915,36.597067914144986,5.7240054758579495,1.074758080618184,4.34788945000105,4.718271752469178,14.561965006458351,4.9351242580064785,0.0003199786680887941,614.8453045765064,162.94368531306145
