,source,destination
0,user,user-db
1,front-end,user
2,unknown,front-end
3,shipping,rabbitmq
4,orders,shipping
5,orders,orders-db
6,queue-master,rabbitmq
7,orders,carts
8,catalogue,catalogue-db
9,front-end,orders
10,orders,payment
11,orders,user
12,front-end,carts
13,carts,carts-db
14,front-end,catalogue
15,front-end,orders
16,orders,payment
17,orders,shipping
18,front-end,user
19,orders,user
20,orders,carts
21,front-end,carts
22,front-end,catalogue
