,front-end_carts,orders_carts,front-end_catalogue,front-end_orders,orders_payment,orders_shipping,front-end_user,orders_user,carts_carts-db,catalogue_catalogue-db,orders_orders-db,queue-master_rabbitmq,shipping_rabbitmq,user_user-db
0,3.9426523297491043,2.534246575342466,2.5251677852348995,17.185314685314687,2.5,2.517482517482517,2.5665266106442575,2.53448275862069,48.71746666666667,28.370866666666664,0.5065333333333334,1.596,0.0005333333333333334,64.8964
1,4.197416974169741,2.5709219858156027,2.535335689045936,16.812977099236644,2.5,2.5,2.5661375661375665,2.5764705882352943,35.7684,42.05943333333333,0.5919000000000001,2.3851333333333335,0.0002666666666666667,85.542
2,4.197416974169741,2.5709219858156027,2.535335689045936,16.812977099236644,2.5,2.5,2.5661375661375665,2.5764705882352943,31.452044444444443,46.62228888888888,0.6203555555555557,2.648177777777778,0.00017777777777777779,92.42386666666668
3,4.197416974169741,2.5709219858156027,2.535335689045936,16.812977099236644,2.5,2.5,2.5661375661375665,2.5764705882352943,29.293866666666666,48.90371666666666,0.6345833333333334,2.7797,0.00013333333333333334,95.8648
4,4.35077519379845,2.6607142857142856,2.5577557755775584,16.85714285714286,2.5,2.5,2.589413447782546,2.6450116009280737,32.39988,44.778866666666666,0.6057733333333334,2.5110400000000004,0.00010666666666666667,89.20661333333334
5,4.35077519379845,2.6607142857142856,2.5577557755775584,16.85714285714286,2.5,2.5,2.589413447782546,2.6450116009280737,34.470555555555556,42.02896666666667,0.5865666666666668,2.3319333333333336,8.888888888888889e-05,84.76782222222222
6,4.35077519379845,2.6607142857142856,2.5577557755775584,16.85714285714286,2.5,2.5,2.589413447782546,2.6450116009280737,35.94960952380953,40.06475238095238,0.572847619047619,2.204,7.61904761904762e-05,81.59725714285715
7,4.638429752066116,2.6056338028169015,2.5,16.377952755905515,2.5,2.5233644859813085,2.5887978142076498,2.6268115942028984,34.455358333333336,42.0768,0.5744,2.2743,6.666666666666667e-05,83.92595
8,4.638429752066116,2.6056338028169015,2.5,16.377952755905515,2.5,2.5233644859813085,2.5887978142076498,2.6268115942028984,33.29316296296297,43.641725925925925,0.5756074074074075,2.3289777777777783,5.925925925925926e-05,85.73715555555556
9,4.638429752066116,2.6056338028169015,2.5,16.377952755905515,2.5,2.5233644859813085,2.5887978142076498,2.6268115942028984,32.36340666666668,44.89366666666667,0.5765733333333334,2.37272,5.333333333333333e-05,87.18612
10,4.576271186440679,2.6398601398601396,2.5350877192982457,17.15384615384615,2.5,2.5,2.612994350282486,2.6294117647058823,33.6787393939394,43.323751515151514,0.5538424242424242,2.292436363636364,9.696969696969698e-05,85.25353939393939
11,4.576271186440679,2.6398601398601396,2.5350877192982457,17.15384615384615,2.5,2.5,2.612994350282486,2.6294117647058823,34.77485000000001,42.01548888888889,0.5349,2.2255333333333334,0.00013333333333333334,83.64305555555556
12,4.576271186440679,2.6398601398601396,2.5350877192982457,17.15384615384615,2.5,2.5,2.612994350282486,2.6294117647058823,34.61773333333334,41.953300000000006,0.5199000000000001,2.216666666666667,0.00013333333333333334,83.72900000000001
13,5.4803493449781655,3.0040322580645156,2.5426621160409555,18.120300751879704,2.5165562913907285,2.5179856115107913,2.7142857142857144,2.7710843373493974,34.63733333333334,41.92751666666667,0.5232333333333333,2.213711111111111,0.00013333333333333334,83.83658888888891
14,5.4803493449781655,3.0040322580645156,2.5426621160409555,18.120300751879704,2.5165562913907285,2.5179856115107913,2.7142857142857144,2.7710843373493974,34.656933333333335,41.90173333333333,0.5265666666666666,2.2107555555555556,0.00013333333333333334,83.9441777777778
15,5.4803493449781655,3.0040322580645156,2.5426621160409555,18.120300751879704,2.5165562913907285,2.5179856115107913,2.7142857142857144,2.7710843373493974,34.67653333333333,41.87595,0.5298999999999999,2.2077999999999998,0.00013333333333333334,84.0517666666667
16,5.990783410138249,3.0208333333333335,2.5444839857651242,17.846153846153847,2.517482517482517,2.5,2.685860058309038,2.803234501347709,34.754327777777775,41.78247777777778,0.5232333333333332,2.2166666666666663,0.00013333333333333334,84.48200000000003
17,5.990783410138249,3.0208333333333335,2.5444839857651242,17.846153846153847,2.517482517482517,2.5,2.685860058309038,2.803234501347709,34.83212222222222,41.68900555555556,0.5165666666666665,2.2255333333333334,0.00013333333333333334,84.91223333333336
18,5.990783410138249,3.0208333333333335,2.5444839857651242,17.846153846153847,2.517482517482517,2.5,2.685860058309038,2.803234501347709,34.90991666666667,41.595533333333336,0.5098999999999999,2.2344,0.00013333333333333334,85.34246666666671
19,5.261780104712042,2.948717948717949,2.574074074074074,18.208661417322837,2.5181159420289863,2.55859375,2.7840909090909087,2.8125,34.76396666666666,41.3932,0.5025666666666665,2.2506555555555554,0.00013333333333333334,84.22041111111115
20,5.261780104712042,2.948717948717949,2.574074074074074,18.208661417322837,2.5181159420289863,2.55859375,2.7840909090909087,2.8125,34.618016666666655,41.19086666666667,0.4952333333333332,2.266911111111111,0.00013333333333333334,83.09835555555559
21,5.261780104712042,2.948717948717949,2.574074074074074,18.208661417322837,2.5181159420289863,2.55859375,2.7840909090909087,2.8125,34.472066666666656,40.988533333333336,0.48789999999999983,2.2831666666666663,0.00013333333333333334,81.97630000000002
22,5.484293193717277,3.0172413793103448,2.577220077220078,18.159999999999997,2.537037037037037,2.5641025641025643,2.7226562500000004,2.7506596306068607,34.21876666666665,40.94289444444445,0.5202333333333332,2.280211111111111,0.00013333333333333334,81.4285777777778
23,5.484293193717277,3.0172413793103448,2.577220077220078,18.159999999999997,2.537037037037037,2.5641025641025643,2.7226562500000004,2.7506596306068607,33.96546666666665,40.89725555555557,0.5525666666666665,2.2772555555555556,0.00013333333333333334,80.88085555555558
24,5.484293193717277,3.0172413793103448,2.577220077220078,18.159999999999997,2.537037037037037,2.5641025641025643,2.7226562500000004,2.7506596306068607,33.712166666666654,40.85161666666668,0.5848999999999999,2.2743,0.00013333333333333334,80.33313333333335
25,6.25,3.012820512820513,2.5597269624573378,18.4,2.5,2.5,2.7095588235294117,2.8221649484536084,33.564538888888876,40.612572222222234,0.5695666666666667,2.2595222222222224,0.00013333333333333334,79.72441666666668
26,6.25,3.012820512820513,2.5597269624573378,18.4,2.5,2.5,2.7095588235294117,2.8221649484536084,33.4169111111111,40.373527777777795,0.5542333333333334,2.2447444444444447,0.00013333333333333334,79.11570000000002
27,6.25,3.012820512820513,2.5597269624573378,18.4,2.5,2.5,2.7095588235294117,2.8221649484536084,33.26928333333333,40.13448333333336,0.5389,2.229966666666667,0.00013333333333333334,78.50698333333337
28,5.691489361702128,2.7199999999999998,2.584586466165413,17.74193548387097,2.5,2.521008403361345,2.7240566037735854,2.977611940298508,33.051866666666655,40.10854444444447,0.5375666666666667,2.216666666666667,0.00013333333333333334,77.90678888888891
