,source,destination
0,orders,shipping
1,user,user-db
2,front-end,catalogue
3,catalogue,catalogue-db
4,orders,orders-db
5,orders,payment
6,queue-master,rabbitmq
7,shipping,rabbitmq
8,front-end,user
9,orders,carts
10,carts,carts-db
11,unknown,front-end
12,front-end,orders
13,front-end,carts
14,orders,user
15,front-end,orders
16,orders,payment
17,orders,shipping
18,front-end,user
19,orders,user
20,orders,carts
21,front-end,carts
22,front-end,catalogue
