,timestamp,ctn_cpu,ctn_network,ctn_memory,node_cpu,node_network,node_memory
0,2020-09-11 05:44:54,0.0006825509111094005,9.133827160493824e-06,0.0,0.10225000000000142,0.0002222222222222222,0.6059776507599878
1,2020-09-11 05:44:59,0.0006825509111094005,9.133827160493824e-06,0.0,0.10225000000000142,0.0002222222222222222,0.6059776507599878
2,2020-09-11 05:45:04,0.0006825509111094005,9.133827160493824e-06,0.0,0.10225000000000142,0.0002222222222222222,0.6059776507599878
3,2020-09-11 05:45:09,0.0007216659999989537,1.4439999999999999e-05,0.0,0.13691666666671426,0.0002222222222222222,0.6122347100552399
4,2020-09-11 05:45:14,0.0007216659999989537,1.4439999999999999e-05,0.0,0.13691666666671426,0.0002222222222222222,0.6122347100552399
5,2020-09-11 05:45:19,0.0007216659999989537,1.4439999999999999e-05,0.0,0.13691666666671426,0.0002222222222222222,0.6122347100552399
6,2020-09-11 05:45:24,0.0024809214888894832,3.520444444444445e-05,0.18204444444444443,0.19102777777781102,0.0003333333333333333,0.6172179300504839
7,2020-09-11 05:45:29,0.0024809214888894832,3.520444444444445e-05,0.18204444444444443,0.19102777777781102,0.0003333333333333333,0.6172179300504839
8,2020-09-11 05:45:34,0.0024809214888894832,3.520444444444445e-05,0.18204444444444443,0.19102777777781102,0.0003333333333333333,0.6172179300504839
9,2020-09-11 05:45:39,0.005934481666668034,0.00010403999999999999,37491.96231111111,0.2579999999999859,0.0003777777777777777,0.6190630297161134
10,2020-09-11 05:45:44,0.005934481666668034,0.00010403999999999999,37491.96231111111,0.2579999999999859,0.0003777777777777777,0.6190630297161134
11,2020-09-11 05:45:49,0.005934481666668034,0.00010403999999999999,37491.96231111111,0.2579999999999859,0.0003777777777777777,0.6190630297161134
12,2020-09-11 05:45:54,0.010692793871247386,0.0001455979733515064,37502.14261905292,0.3087222222222654,0.0005111111111111111,0.6235187622019911
13,2020-09-11 05:45:59,0.010692793871247386,0.0001455979733515064,37502.14261905292,0.3087222222222654,0.0005111111111111111,0.6235187622019911
14,2020-09-11 05:46:04,0.010692793871247386,0.0001455979733515064,37502.14261905292,0.3087222222222654,0.0005111111111111111,0.6235187622019911
15,2020-09-11 05:46:09,0.012214696644443595,0.00015047111111111115,57553.80622222222,0.37705555555561676,0.0005333333333333334,0.627143794078713
16,2020-09-11 05:46:14,0.012214696644443595,0.00015047111111111115,57553.80622222222,0.37705555555561676,0.0005333333333333334,0.627143794078713
17,2020-09-11 05:46:19,0.012214696644443595,0.00015047111111111115,57553.80622222222,0.37705555555561676,0.0005333333333333334,0.627143794078713
18,2020-09-11 05:46:24,0.01352789368888807,0.00013767111111111108,20062.208,0.3683888888889005,0.0005111111111111111,0.6275975071112447
19,2020-09-11 05:46:29,0.01352789368888807,0.00013767111111111108,20062.208,0.3683888888889005,0.0005111111111111111,0.6275975071112447
20,2020-09-11 05:46:34,0.01352789368888807,0.00013767111111111108,20062.208,0.3683888888889005,0.0005111111111111111,0.6275975071112447
21,2020-09-11 05:46:39,0.011378188270849465,0.00015542468546482334,20051.639903108957,0.3460277777777329,0.0005111111111111111,0.6308187466847595
22,2020-09-11 05:46:44,0.011378188270849465,0.00015542468546482334,20051.639903108957,0.3460277777777329,0.0005111111111111111,0.6308187466847595
23,2020-09-11 05:46:49,0.011378188270849464,0.00015542468546482326,20051.639903108953,0.3460277777777329,0.0005111111111111111,0.6308187466847595
24,2020-09-11 05:46:54,0.011878393977778815,0.00015431160493827156,18279.082666666665,0.27475000000001076,0.00046666666666666666,0.6376269013219649
25,2020-09-11 05:46:59,0.011878393977778815,0.00015431160493827156,18279.082666666665,0.27475000000001076,0.00046666666666666666,0.6376269013219649
26,2020-09-11 05:47:04,0.011878393977778815,0.00015431160493827156,18279.082666666665,0.27475000000001076,0.00046666666666666666,0.6376269013219649
27,2020-09-11 05:47:09,0.010505905688890177,0.00017718567901234568,37463.199288888885,0.272666666666658,0.0006444444444444443,0.6430660475840457
28,2020-09-11 05:47:14,0.010505905688890177,0.00017718567901234568,37463.199288888885,0.272666666666658,0.0006444444444444443,0.6430660475840457
29,2020-09-11 05:47:19,0.010505905688890177,0.00017718567901234568,37463.199288888885,0.272666666666658,0.0006444444444444443,0.6430660475840457
30,2020-09-11 05:47:24,0.01231410575555603,0.00016784641975308638,37471.39128888889,0.2648055555555439,0.0006,0.643035308218698
