Unnamed: 0,22.142857142857142
carts_carts-db,10.189701372878751
catalogue_catalogue-db,12.791129968516636
front-end_carts,16.587086565372317
front-end_catalogue,2.546634204699903
front-end_orders,22217.461451838233
front-end_user,
orders_carts,10.06201508747259
orders_orders-db,0.21247845712387436
orders_payment,14.076434722643446
orders_shipping,12.306446114428576
orders_user,
queue-master_rabbitmq,0.6896949126182461
shipping_rabbitmq,0.00017100803957946817
unknown_front-end,
user_user-db,26.987645600502756
