,source,destination
0,orders,payment
1,shipping,rabbitmq
2,front-end,orders
3,queue-master,rabbitmq
4,front-end,user
5,orders,carts
6,unknown,front-end
7,front-end,catalogue
8,catalogue,catalogue-db
9,orders,orders-db
10,orders,shipping
11,orders,user
12,user,user-db
13,front-end,carts
14,carts,carts-db
15,orders,user
16,orders,carts
17,front-end,carts
18,front-end,catalogue
19,front-end,orders
20,orders,payment
21,orders,shipping
22,front-end,user
