,Unnamed: 0,carts_carts-db,cartservice_redis-cart,catalogue_catalogue-db,front-end_carts,front-end_catalogue,front-end_orders,front-end_user,orders_carts,orders_orders-db,orders_payment,orders_shipping,orders_user,queue-master_rabbitmq,shipping_rabbitmq,unknown_carts,unknown_catalogue,unknown_front-end,unknown_orders,unknown_user,user_user-db
0,0,62.415705619625356,0.0018665422305179657,113.54283047796814,10.038036780453954,24.765864815361514,24.855525249365662,35.5742420360815,5.97207126082305,1.3809746016932203,4.026831544563695,5.0943568674369075,17.501734684680354,3.42230517965469,0.0,0.0,0.0,411.23838410772623,0.0,0.0,216.50023331777882
1,2,62.415705619625356,0.0018665422305179657,113.54283047796814,10.038036780453954,24.765864815361514,24.855525249365662,35.5742420360815,5.97207126082305,1.3809746016932203,4.026831544563695,5.0943568674369075,17.501734684680354,3.42230517965469,0.0,0.0,0.0,411.23838410772623,0.0,0.0,216.50023331777882
2,4,64.53811003350272,0.003377837052049646,94.17087425112982,9.832401037504274,32.24057284267212,26.332353724833773,36.43084217998893,5.733722073990835,1.2228476587682116,4.195621767536097,5.006030566658435,16.32842714877848,4.451059199041744,0.0,0.0,0.0,542.9108173092333,0.0,0.0,187.81034289100893
3,6,65.59931224044138,0.004133484462815487,84.48489613771066,9.52562046206673,35.9826385770813,27.12321551501538,36.89695989020871,5.695007943448402,1.1437841873057073,4.280016879022297,4.972218462804454,15.719560842368704,4.965436208735271,0.0,0.0,0.0,608.7470339099867,0.0,0.0,173.46539767762397
4,8,66.2360335646046,0.004586872909274992,78.67330926965916,9.341552116804205,38.227878017726816,27.597732589124348,37.17663051634059,5.671779465122942,1.0963461044282048,4.330653945914017,4.951931200492067,15.354241058522838,5.274062414551389,0.0,0.0,0.0,648.248763870439,0.0,0.0,164.85843054959304
5,10,66.34152797050383,0.004133505202173604,84.35346883582709,9.921473661550401,35.97572418514773,27.205800890052707,36.434298202482125,5.799457117294328,1.162466198134615,4.371144954928348,4.939870665663544,15.238555876089245,4.97138534545949,0.0,0.0,0.0,607.6314587809214,0.0,0.0,169.23726990243864
6,12,66.41688111757472,0.003809671125672613,88.41072566880416,10.188826403777895,34.36619785334704,26.926641138489174,35.90119139498127,5.7726915880663405,1.2096948364963365,4.4000671042242985,4.93019138289368,15.184148124951205,4.755187438965278,0.0,0.0,0.0,578.6190980026946,0.0,0.0,172.36501229732835
7,14,66.47339597787786,0.0035667955682968694,91.45366829353698,10.389340960448514,33.15905310449653,26.71727132481653,35.501361289355614,5.75261744114535,1.245116315267628,4.421758716196261,4.922931920816285,15.143342311597678,4.593039009094618,0.0,0.0,0.0,556.8598274190243,0.0,0.0,174.71081909349562
8,16,67.8099667951507,0.008355670134782401,87.6140607053662,9.684437927576043,34.79198214099577,26.864745507296483,35.7084858700035,5.681809506767648,1.2377182061638174,4.339889229211491,4.842458875148245,15.245665801607142,4.746716156232253,0.00011851851851851853,0.0,0.0,584.4190836317254,0.0,0.0,170.5460021571813
9,18,68.87922344896899,0.012186769787970828,84.5423746348296,9.554055873948876,36.11894392689619,26.855964289900164,35.862843433910506,5.717988556090882,1.2317997188807692,4.274393639623675,4.792786320966754,15.265999962187168,4.86965787394236,0.00021333333333333336,0.0,0.0,606.4664886018861,0.0,0.0,167.21414860812982
