,front-end_carts,orders_carts,unknown_carts,carts_carts-db,front-end_catalogue,catalogue_catalogue-db,unknown_front-end,front-end_orders,orders_orders-db,unknown_orders-db,orders_payment,unknown_payment,queue-master_rabbitmq,shipping_rabbitmq,orders_shipping,unknown_shipping,front-end_user,orders_user,unknown_user,user_user-db
0,4.4004666666666665,0.0,0.0,34.730133333333335,27.933066666666665,59.28173333333333,551.1497333333333,0.0,0.04253333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.56626666666667,0.0,0.0,62.83013333333333
1,4.4004666666666665,0.0,0.0,34.730133333333335,27.933066666666665,59.28173333333333,551.1497333333333,0.0,0.04253333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.56626666666667,0.0,0.0,62.83013333333333
2,3.822533333333333,0.0,0.0,33.31711111111111,30.611666666666668,46.19864444444445,547.9259777777778,0.0,0.035444444444444445,0.0,0.0,0.0,0.00017777777777777779,0.0,0.0,0.0,35.69444444444445,0.0,0.0,55.06677777777778
3,3.5335666666666663,0.0,0.0,32.6106,31.95096666666667,39.6571,546.3141,0.0,0.0319,0.0,0.0,0.0,0.0002666666666666667,0.0,0.0,0.0,30.258533333333336,0.0,0.0,51.1851
4,3.3601866666666664,0.0,0.0,32.18669333333333,32.75454666666667,35.732173333333336,545.3469733333334,0.0,0.02977333333333333,0.0,0.0,0.0,0.00032,0.0,0.0,0.0,26.99698666666667,0.0,0.0,48.856093333333334
5,3.6803968728010723,0.0,0.0,31.63442363249857,30.606779245087367,38.00056286099445,526.2252264834196,0.0,0.03189952743891148,0.0,0.0,0.0,0.0002666666666666667,8.888296335799835e-05,0.0,0.0,28.80540169470184,0.0,0.0,49.730243322297035
6,3.909118448611362,0.0,0.0,31.23994527475946,29.07265965824501,39.6208410950381,512.5668358763385,0.0,0.03341823751432444,0.0,0.0,0.0,0.0002285714285714286,0.00015237079432799718,0.0,0.0,30.097126714726958,0.0,0.0,50.35463617155682
7,4.080659630469079,0.0,0.0,30.944086506455125,27.922069968113238,40.836049770570845,502.32304292102754,0.0,0.03455727007088416,0.0,0.0,0.0,0.0002,0.0001999866675554963,0.0,0.0,31.0659204797458,0.0,0.0,50.82293080850166
8,4.236397318185996,0.0,0.0,32.57481482530364,29.646198780762006,39.916811373131075,528.9055312293408,0.0,0.03308069390067139,0.0,0.0,0.0,0.00017777777777777779,0.0001777659267159967,0.0,0.0,30.884502894308937,0.0,0.0,54.15559639956538
9,4.360987468359529,0.0,0.0,33.87939748038245,31.02550183088102,39.18142065517925,550.1715218759913,0.0,0.031899432964501186,0.0,0.0,0.0,0.00016,0.00015998933404439705,0.0,0.0,30.739368825959446,0.0,0.0,56.82172887241637
