,front-end_carts,orders_carts,unknown_carts,carts_carts-db,front-end_catalogue,catalogue_catalogue-db,unknown_front-end,front-end_orders,orders_orders-db,unknown_orders-db,orders_payment,unknown_payment,queue-master_rabbitmq,shipping_rabbitmq,orders_shipping,unknown_shipping,front-end_user,orders_user,unknown_user,user_user-db
10,4.462924863956055,0.0,0.0,34.94678328908329,32.15402250825112,38.579737340491405,567.5709687687054,0.0,0.030932946743998282,0.0,0.0,0.0,0.00014545454545454546,0.00014544484913127004,0.0,0.0,30.620622770037134,0.0,0.0,59.00310998656718
11,4.602325569737496,0.0,0.0,34.66031801499302,31.64801507700797,40.61677589545045,568.0916769268689,0.0,0.03189964562644287,0.0,0.0,0.0,0.00013333333333333334,0.00013332444503699753,0.0,0.0,31.86653198364515,0.0,0.0,58.7745897099088
12,4.7469311252930515,0.0,0.0,34.39190690388191,31.493753965896857,40.92864811767267,569.9808213713133,0.0,0.03189964562644287,0.0,0.0,0.0,0.00013333333333333334,0.00013332444503699753,0.0,0.0,31.783637539200708,0.0,0.0,58.227150821019904
13,4.891536680848607,0.0,0.0,34.1234957927708,31.339492854785746,41.2405203398949,571.8699658157577,0.0,0.03189964562644287,0.0,0.0,0.0,0.00013333333333333334,0.00013332444503699753,0.0,0.0,31.700743094756263,0.0,0.0,57.679711932131006
14,5.0463644586263845,0.0,0.0,35.20122357054858,32.20035952145241,42.15209811767267,588.476099149091,0.0,0.03189964562644287,0.0,0.0,0.0,0.00013333333333333334,0.00013332444503699753,0.0,0.0,33.32862087253404,0.0,0.0,60.42338970990878
15,5.201192236404163,0.0,0.0,36.27895134832635,33.06122618811908,43.06367589545045,605.0822324824245,0.0,0.03189964562644287,0.0,0.0,0.0,0.00013333333333333334,0.00013332444503699753,0.0,0.0,34.95649865031182,0.0,0.0,63.16706748768656
16,5.35602001418194,0.0,0.0,37.35667912610413,33.922092854785745,43.97525367322823,621.6883658157578,0.0,0.03189964562644287,0.0,0.0,0.0,0.00013333333333333334,0.00013332444503699753,0.0,0.0,36.5843764280896,0.0,0.0,65.91074526546434
17,5.3738715777814035,0.0,0.0,37.65890619874373,34.80401989890873,43.73041668717545,632.850652574048,0.0,0.03189988190698713,0.0,0.0,0.0,0.00013333333333333334,0.0001333274078024428,0.0,0.0,36.84687002518312,0.0,0.0,67.01191804876026
18,5.391723141380866,0.0,0.0,37.96113327138333,35.685946943031716,43.48557970112267,644.0129393323383,0.0,0.03190011818753139,0.0,0.0,0.0,0.00013333333333333334,0.00013333037056788806,0.0,0.0,37.10936362227665,0.0,0.0,68.11309083205619
19,5.409574704980329,0.0,0.0,38.263360344022935,36.5678739871547,43.24074271506988,655.1752260906285,0.0,0.031900354468075647,0.0,0.0,0.0,0.00013333333333333334,0.00013333333333333334,0.0,0.0,37.37185721937018,0.0,0.0,69.21426361535212
20,5.416327581097996,0.0,0.0,38.50575134045973,36.54833265810313,44.50331181004659,655.0168229493079,0.0,0.03190023631205043,0.0,0.0,0.0,0.00013333333333333334,0.00013333333333333334,0.0,0.0,37.63551592402457,0.0,0.0,67.24737018801251
21,5.423080457215664,0.0,0.0,38.748142336896535,36.528791329051565,45.765880905023295,654.8584198079874,0.0,0.03190011815602521,0.0,0.0,0.0,0.00013333333333333334,0.00013333333333333334,0.0,0.0,37.89917462867895,0.0,0.0,65.28047676067291
22,5.429833333333331,0.0,0.0,38.99053333333333,36.509249999999994,47.02845,654.7000166666668,0.0,0.03189999999999999,0.0,0.0,0.0,0.00013333333333333334,0.00013333333333333334,0.0,0.0,38.16283333333333,0.0,0.0,63.313583333333305
23,5.374066666666664,0.0,0.0,38.843016666666664,36.64894999999999,47.07560000000001,652.5299277777779,0.0,0.03189999999999999,0.0,0.0,0.0,0.00013333333333333334,0.00013333333333333334,0.0,0.0,37.830216666666665,0.0,0.0,64.6153111111111
24,5.318299999999997,0.0,0.0,38.69549999999999,36.78865,47.12275000000002,650.3598388888889,0.0,0.03189999999999999,0.0,0.0,0.0,0.00013333333333333334,0.00013333333333333334,0.0,0.0,37.4976,0.0,0.0,65.91703888888888
25,5.26253333333333,0.0,0.0,38.54798333333332,36.928349999999995,47.16990000000002,648.1897500000001,0.0,0.03189999999999999,0.0,0.0,0.0,0.00013333333333333334,0.00013333333333333334,0.0,0.0,37.16498333333333,0.0,0.0,67.21876666666667
26,5.236544444444442,0.0,0.0,38.42049444444444,37.02144444444444,47.17268333333336,644.8602888888889,0.0,0.03189999999999999,0.0,0.0,0.0,0.00013333333333333334,0.00013333333333333334,0.0,0.0,37.165822222222225,0.0,0.0,66.62994444444443
27,5.210555555555553,0.0,0.0,38.293005555555546,37.11453888888889,47.17546666666669,641.5308277777779,0.0,0.03189999999999999,0.0,0.0,0.0,0.00013333333333333334,0.00013333333333333334,0.0,0.0,37.16666111111111,0.0,0.0,66.04112222222221
28,5.184566666666664,0.0,0.0,38.16551666666666,37.207633333333334,47.17825000000003,638.2013666666668,0.0,0.03189999999999999,0.0,0.0,0.0,0.00013333333333333334,0.00013333333333333334,0.0,0.0,37.1675,0.0,0.0,65.4523
29,5.077677777777776,0.0,0.0,37.35840555555555,35.66244444444444,46.985900000000036,623.8004944444446,0.0,0.03189999999999999,0.0,0.0,0.0,0.00013333333333333334,0.00013333333333333334,0.0,0.0,36.031705555555554,0.0,0.0,63.158149999999985
30,4.970788888888887,0.0,0.0,36.55129444444444,34.11725555555555,46.79355000000004,609.3996222222223,0.0,0.03189999999999999,0.0,0.0,0.0,0.00013333333333333334,0.00013333333333333334,0.0,0.0,34.895911111111104,0.0,0.0,60.86399999999998
