,carts_carts-db,catalogue_catalogue-db,front-end_carts,front-end_catalogue,front-end_orders,front-end_user,orders_carts,orders_orders-db,orders_payment,orders_shipping,orders_user,queue-master_rabbitmq,shipping_rabbitmq,unknown_front-end,user_user-db
0,27.14799013399107,34.08892740483968,6.151111525898273,16.709752683154456,22.00058067754161,12.259782681154592,4.237031377395354,0.2770481967868809,3.710619292047197,3.6864429327899884,2.9246716885540964,1.8086794213719086,0.0,182.34917672155188,41.21205252983135
1,27.14799013399107,34.08892740483968,6.151111525898273,16.709752683154456,22.00058067754161,12.259782681154592,4.237031377395354,0.2770481967868809,3.710619292047197,3.6864429327899884,2.9246716885540964,1.8086794213719086,0.0,182.34917672155188,41.21205252983135
2,27.14799013399107,34.08892740483968,6.151111525898273,16.709752683154456,22.00058067754161,12.259782681154592,4.237031377395353,0.2770481967868809,3.710619292047197,3.6864429327899884,2.924671688554097,1.8086794213719086,0.0,182.34917672155188,41.21205252983135
3,23.797771719101206,29.555994840248868,6.296828944110351,14.868003558302238,21.875173393179274,11.392216836187632,4.171361328310376,0.3304276570241229,3.629770922798982,3.7114207086889346,3.1809195941374204,1.5959255270930024,0.0002666844456297086,181.53968439462082,45.381437557250834
4,21.787640670167292,26.836235301494376,6.355459395037598,13.762954083390907,21.679091737641134,10.871677329207456,4.146122540198204,0.3624553331664681,3.581261901250053,3.726674932756731,3.3346683374874146,1.4682731905256587,0.0004266951130075337,181.0539889984622,47.88306857370252
5,20.447553304211347,25.023062275658052,6.394546362322429,13.02625443345002,21.54837063394904,10.524650991220673,4.129296681456755,0.3838071172613649,3.5489225535507667,3.736844415468595,3.437167499720744,1.3831716328140962,0.0005333688912594172,180.73019206768973,49.55082258467032
6,21.372226641704966,26.342377188659288,6.328495345892342,13.51897999057621,21.723585133548827,10.727291325808196,4.020425229241825,0.3697013386049795,3.5510955220911335,3.7136219531855366,3.4428007140463524,1.4541090186025585,0.0004571733353652147,180.59101224849596,47.57260983447932
7,22.065731644825178,27.331863373410208,6.285779664214939,13.88852415842085,21.78122551644539,10.879271576748838,3.9556829730224945,0.3591220046126904,3.5527252484964085,3.7154358757040113,3.4470256247905584,1.5073120579439054,0.0004000266684445629,180.48662738410064,46.08895027183607
8,22.605124425029786,28.101463739327592,6.252556356243625,14.175947400077794,21.826056925364934,10.99747843859156,3.905327884851904,0.35089363372979887,3.553992813478289,3.7168467043294915,3.4503116664804967,1.5486921996538419,0.00035557926083961143,180.4054391562376,44.93499283422465
9,21.53881198252681,26.815224032061497,6.477932141717781,13.680919326736682,21.85297584890641,10.549643928065738,3.93928782126893,0.35285760369015234,3.539486865463793,3.689188700563209,3.447580499832447,1.4824896463551245,0.0003200213347556503,178.16226190728054,45.48425355080218
10,20.66637452956983,25.762846089752873,6.48934961286383,13.275896357639407,21.75490731656284,10.183233873999155,3.9424317635572708,0.3544644882031688,3.5276183625428423,3.6665594247544324,3.4453459089385885,1.428323920928901,0.0002909284861415003,176.32693506722472,45.93364868254744
11,19.939343318772345,24.885864471162353,6.498864172152205,12.938377216725012,21.673183539609866,9.877892162277002,3.9450517154642215,0.35580355863068247,3.51772794344205,3.6477016949137853,3.443483749860373,1.383185816407048,0.0002666844456297086,174.7974960338449,46.30814462566849
12,19.163755252050862,23.9404760763146,6.87758405050652,12.521853382017696,27.298153606641673,9.642899161069675,3.9220659484286315,0.3524717644539979,3.4981541135492282,3.6364164746692094,3.3798944424808646,1.3270403090705,0.0002666844456297086,170.12413130704888,45.296401359293654
13,18.388167185329387,22.995087681466845,6.834124756681664,12.105329547310381,270.66146508150104,9.407906159862348,3.8599667524491044,0.3491399702773134,3.4785802836564064,3.625131254424633,3.316305135101356,1.270894801733952,0.0002666844456297086,165.4507665802529,44.284658092918825
14,17.61257911860791,22.04969928661909,6.790665462856808,11.688805712603065,290.37237451455815,9.172913158655023,3.797867556469577,0.34580817610062886,3.4590064537635845,3.6138460341800567,3.252715827721848,1.2147492943974039,0.0002666844456297086,160.7774018534569,43.27291482654398
15,17.187341634627494,21.664755079968284,7.189234168045065,11.538981586179823,382.0073313075148,8.797364327992236,3.829482105650844,0.3324721174004192,3.4463154136201672,3.5856195783422598,3.1470494407034537,1.1881439740427135,0.00026667851930869464,155.98065123563794,41.5283543288071
16,16.762104150647083,21.27981087331747,7.1271635125939605,11.38915745975658,384.36505302420795,8.421815497329453,3.813437791955857,0.3191360587002096,3.4336243734767504,3.5573931225044633,3.0413830536850597,1.1615386536880232,0.00026667259298768074,151.18390061781898,39.78379383107021
17,16.336866666666666,20.894866666666655,7.065092857142856,11.239333333333336,386.23540438066516,8.046266666666668,3.79739347826087,0.30579999999999996,3.4209333333333336,3.529166666666667,2.9357166666666656,1.134933333333333,0.0002666666666666668,146.38715,38.039233333333314
18,15.602422222222224,19.97409999999999,7.264345803357313,10.867361111111116,402.3098166666667,7.84073888888889,3.8849833333333335,0.3004666666666666,3.4141666666666666,3.4981222222222224,2.823088888888888,1.0846888888888886,0.0002666666666666668,141.68973888888888,37.50398888888887
19,14.867977777777778,19.053333333333324,7.269662470023979,10.495388888888893,402.1302166666667,7.635211111111111,3.8856166666666665,0.2951333333333333,3.4074,3.467077777777778,2.7104611111111105,1.0344444444444443,0.0002666666666666668,136.99232777777777,36.968744444444425
20,14.133533333333336,18.13256666666666,7.274979136690646,10.123416666666671,401.9506166666667,7.429683333333333,3.88625,0.28979999999999995,3.4006333333333334,3.4360333333333335,2.597833333333333,0.9841999999999999,0.0002666666666666668,132.29491666666664,36.43349999999998
21,13.901544444444443,17.82279999999999,7.274445226917058,10.066744444444446,401.9984888888889,7.275083333333334,3.781687254901961,0.28579999999999994,3.3875888888888888,3.4416777777777776,2.542105555555555,0.9531666666666665,0.0002666666666666668,129.3658833333333,35.627099999999984
22,13.669555555555554,17.513033333333322,7.248934115805946,10.010072222222224,402.04636111111114,7.1204833333333335,3.750653921568628,0.28179999999999994,3.3745444444444446,3.447322222222222,2.4863777777777774,0.9221333333333332,0.0002666666666666668,126.43684999999998,34.820699999999995
23,13.437566666666665,17.203266666666654,7.223423004694835,9.953400000000002,402.0942333333333,6.965883333333334,3.719620588235294,0.27779999999999994,3.3615,3.4529666666666667,2.4306499999999995,0.8910999999999999,0.0002666666666666668,123.50781666666664,34.01429999999999
24,13.51732222222222,17.287277777777764,7.261904761904761,9.931094444444444,402.03711111111113,7.037116666666667,3.6759513732833966,0.27779999999999994,3.3628222222222224,3.481550427350427,2.4131055555555547,0.9103111111111111,0.0002666666666666668,123.78449999999997,34.26168333333333
25,13.597077777777773,17.371288888888873,7.297871428571427,9.908788888888889,401.9799888888889,7.1083500000000015,3.7076291510611745,0.27779999999999994,3.3641444444444444,3.4716726495726493,2.3955611111111104,0.9295222222222224,0.0002666666666666668,124.06118333333329,34.50906666666666
26,13.676833333333331,17.455299999999983,7.333838095238094,9.886483333333334,401.92286666666666,7.179583333333336,3.7393069288389524,0.27779999999999994,3.365466666666667,3.461794871794871,2.378016666666666,0.9487333333333335,0.0002666666666666668,124.33786666666661,34.75645
27,13.739288888888886,17.52065555555554,6.936752525252525,9.98816746031746,401.8968,7.214811111111114,3.657424731182796,0.2784666666666666,3.365466666666667,3.472122222222222,2.43431111111111,0.9546444444444445,0.00026666666666666684,124.69428888888883,34.90504444444444
28,13.801744444444441,17.586011111111095,6.915208080808081,10.073978571428572,401.8707333333333,7.250038888888892,3.644408064516129,0.2791333333333333,3.365466666666667,3.483411111111111,2.4906055555555544,0.9605555555555556,0.00026666666666666684,125.05071111111107,35.053638888888884
29,13.864199999999993,17.65136666666665,6.8936636363636365,10.159789682539685,401.8446666666667,7.285266666666671,3.6313913978494625,0.27979999999999994,3.365466666666667,3.4947,2.546899999999999,0.9664666666666667,0.00026666666666666684,125.4071333333333,35.202233333333325
30,13.844866666666661,17.602355555555537,6.585596125116714,10.10177732732733,401.84131666666667,7.222755555555561,3.665411843711844,0.27979999999999994,3.394444810744811,3.4951964769647685,2.515788888888888,0.9664666666666667,0.00026666666666666684,125.30203333333331,34.96617777777777
