RS,, PR@1
RS,0.13, PR@1
RS,0.41, PR@3
RS,0.4, MAP3
MicroRCA,0.87, PR@1
MicroRCA,0.92, PR@3
MicroRCA,0.92, MAP3
Microscope,0.79, PR@1
Microscope,0.90, PR@3
Microscope,0.89, MAP3
AAMR,0.89, PR@1
AAMR,0.94, PR@3
AAMR,0.93, MAP3
