RS,, PR@1
RS,0.18, PR@1
RS,0.33, PR@3
RS,0.35, MAP3
MicroRCA,0.84, PR@1
MicroRCA,0.88, PR@3
MicroRCA,0.89, MAP3
Microscope,0.83, PR@1
Microscope,0.89, PR@3
Microscope,0.89, MAP3
AAMR,0.88, PR@1
AAMR,0.90, PR@3
AAMR,0.91, MAP3
