Sock-Shop,,
RS,0.19, AC@1
RS,0.45, AC@3
RS,0.48, Avg@3
MicroRCA,0.89, AC@1
MicroRCA,0.91, AC@3
MicroRCA,0.92, Avg@3
Microscope,0.83, AC@1
Microscope,0.88, AC@3
Microscope,0.90, Avg@3
AAMR,0.89, AC@1
AAMR,0.92, AC@3
AAMR,0.92, Avg@3
