RS,, PR@1
RS,0.17, PR@1
RS,0.50, PR@3
RS,0.49, MAP3
MicroRCA,0.90, PR@1
MicroRCA,0.94, PR@3
MicroRCA,0.94, MAP3
Microscope,0.84, PR@1
Microscope,0.90, PR@3
Microscope,0.89, MAP3
AAMR,0.91, PR@1
AAMR,0.94, PR@3
AAMR,0.94, MAP3
