,frontend_adservice,checkoutservice_cartservice,frontend_cartservice,frontend_checkoutservice,checkoutservice_currencyservice,frontend_currencyservice,checkoutservice_emailservice,unknown_frontend,checkoutservice_paymentservice,checkoutservice_productcatalogservice,frontend_productcatalogservice,recommendationservice_productcatalogservice,frontend_recommendationservice,checkoutservice_shippingservice,frontend_shippingservice,cartservice_redis-cart
0,2.5568181818181817,2.857142857142857,2.5819672131147544,25.0,2.5,2.5,2.5,18.166666666666664,2.5,2.5,2.5,2.5,2.5980392156862746,2.5,2.5,0.046799999999999994
1,2.5568181818181817,2.857142857142857,2.5819672131147544,25.0,2.5,2.5,2.5,18.166666666666664,2.5,2.5,2.5,2.5,2.5980392156862746,2.5,2.5,0.046799999999999994
2,2.5500000000000003,2.5,3.015873015873016,31.25,2.5,2.5,2.5,19.11764705882353,2.5,2.5,2.5121951219512195,2.5,3.0660377358490565,2.5,2.5,0.07375555555555556
3,2.5500000000000003,2.5,3.015873015873016,31.25,2.5,2.5,2.5,19.11764705882353,2.5,2.5,2.5121951219512195,2.5,3.0660377358490565,2.5,2.5,0.08723333333333333
4,2.5500000000000003,2.5,3.015873015873016,31.25,2.5,2.5,2.5,19.11764705882353,2.5,2.5,2.5121951219512195,2.5,3.0660377358490565,2.5,2.5,0.09532
5,2.616279069767442,2.5,2.5,17.5,2.5,2.5,2.5,16.887755102040817,2.5,2.5,2.5,2.5,2.611111111111111,2.5,2.5,0.08936666666666666
6,2.616279069767442,2.5,2.5,17.5,2.5,2.5,2.5,16.887755102040817,2.5,2.5,2.5,2.5,2.611111111111111,2.5,2.5,0.08511428571428571
7,2.616279069767442,2.5,2.5,17.5,2.5,2.5,2.5,16.887755102040817,2.5,2.5,2.5,2.5,2.611111111111111,2.5,2.5,0.081925
8,2.5,2.5,2.5,37.50000000000001,2.5,2.5,2.5,17.94117647058824,2.5,2.5,2.507183908045977,2.5,2.5,2.5,2.5,0.09002962962962963
9,2.5,2.5,2.5,37.50000000000001,2.5,2.5,2.5,17.94117647058824,2.5,2.5,2.507183908045977,2.5,2.5,2.5,2.5,0.09651333333333334
10,2.5,2.5,2.5,37.50000000000001,2.5,2.5,2.5,17.94117647058824,2.5,2.5,2.507183908045977,2.5,2.5,2.5,2.5,0.10181818181818182
11,2.5,2.5,2.5,33.333333333333336,2.5,2.5,2.5,17.95,2.5,2.5,2.5080645161290325,2.5,2.6086956521739126,2.5,2.5,0.09757222222222223
12,2.5,2.5,2.5,33.333333333333336,2.5,2.5,2.5,17.95,2.5,2.5,2.5080645161290325,2.5,2.6086956521739126,2.5,2.5,0.09791111111111112
13,2.5,2.5,2.5,33.333333333333336,2.5,2.5,2.5,17.95,2.5,2.5,2.5080645161290325,2.5,2.6086956521739126,2.5,2.5,0.09825
14,2.5,2.5,2.5520833333333335,20.0,2.5,2.5,2.5,17.697368421052634,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.09973333333333334
15,2.5,2.5,2.5520833333333335,20.0,2.5,2.5,2.5,17.697368421052634,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.10121666666666668
16,2.5,2.5,2.5520833333333335,20.0,2.5,2.5,2.5,17.697368421052634,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0.10270000000000001
17,2.5,2.5,2.5,33.33333333333334,2.5,2.5,2.5,17.64423076923077,2.5,2.5,2.5074850299401197,2.5,2.5,2.5,2.5,0.10172777777777779
18,2.5,2.5,2.5,33.33333333333334,2.5,2.5,2.5,17.64423076923077,2.5,2.5,2.5074850299401197,2.5,2.5,2.5,2.5,0.10075555555555556
19,2.5,2.5,2.5,33.33333333333334,2.5,2.5,2.5,17.64423076923077,2.5,2.5,2.5074850299401197,2.5,2.5,2.5,2.5,0.09978333333333333
20,2.5,2.5,2.5,23.125,2.5,2.5,2.5,19.527027027027028,2.5,2.5,2.5,2.5,2.5555555555555562,2.5,2.5,0.09892777777777778
21,2.5,2.5,2.5,23.125,2.5,2.5,2.5,19.527027027027028,2.5,2.5,2.5,2.5,2.5555555555555562,2.5,2.5,0.09807222222222223
22,2.5,2.5,2.5,23.125,2.5,2.5,2.5,19.527027027027028,2.5,2.5,2.5,2.5,2.5555555555555562,2.5,2.5,0.09721666666666667
23,2.5,2.5,2.6415094339622645,37.5,2.5,2.514450867052023,2.5,47.916666666666664,2.5,2.5,2.5,2.5,3.4999999999999996,2.5,2.5,0.09706111111111111
24,2.5,2.5,2.6415094339622645,37.5,2.5,2.514450867052023,2.5,47.916666666666664,2.5,2.5,2.5,2.5,3.4999999999999996,2.5,2.5,0.09690555555555556
25,2.5,2.5,2.6415094339622645,37.5,2.5,2.514450867052023,2.5,47.916666666666664,2.5,2.5,2.5,2.5,3.4999999999999996,2.5,2.5,0.09675
26,,2.5,2.5,43.75000000000001,2.5,2.513089005235603,2.5,130.97826086956522,2.5,2.5,2.5197889182058044,2.5,2.7232142857142856,2.5,2.5,0.09547777777777777
27,,2.5,2.5,43.75000000000001,2.5,2.513089005235603,2.5,130.97826086956522,2.5,2.5,2.5197889182058044,2.5,2.7232142857142856,2.5,2.5,0.09420555555555554
28,,2.5,2.5,43.75000000000001,2.5,2.513089005235603,2.5,130.97826086956522,2.5,2.5,2.5197889182058044,2.5,2.7232142857142856,2.5,2.5,0.09293333333333331
29,,,2.669491525423729,,,2.5,,108.82352941176471,,,2.5,2.5,2.9375,,2.5,0.0963222222222222
30,,,2.669491525423729,,,2.5,,108.82352941176471,,,2.5,2.5,2.9375,,2.5,0.09971111111111108
