,front-end_carts,orders_carts,carts_carts-db,front-end_catalogue,catalogue_catalogue-db,unknown_front-end,front-end_orders,orders_orders-db,orders_payment,queue-master_rabbitmq,shipping_rabbitmq,cartservice_redis-cart,orders_shipping,front-end_user,orders_user,user_user-db
0,4.9779333333333335,2.3461333333333334,48.458333333333336,21.50133333333333,41.0216,478.7378,8.626,0.7532666666666666,2.6378666666666666,1.6492,0.0005333333333333334,0.0009333333333333333,2.404533333333333,46.01913333333333,14.797933333333333,98.69760000000001
1,4.9779333333333335,2.3461333333333334,48.458333333333336,21.50133333333333,41.0216,478.7378,8.626,0.7532666666666666,2.6378666666666666,1.6492,0.0005333333333333334,0.0009333333333333333,2.404533333333333,46.01913333333333,14.797933333333333,98.69760000000001
2,4.9779333333333335,2.3461333333333334,48.458333333333336,21.50133333333333,41.0216,478.73780000000005,8.626,0.7532666666666666,2.6378666666666666,1.6491999999999998,0.0005333333333333334,0.0009333333333333333,2.404533333333333,46.01913333333332,14.797933333333333,98.69760000000001
3,5.114800000000001,2.519916666666667,42.62655,27.29685,41.481633333333335,544.5927666666666,9.0913,0.7165833333333332,2.2789333333333333,2.065933333333333,0.0004,0.006533333333333333,2.3960666666666666,40.08123333333333,13.436366666666666,94.02578333333334
4,5.19692,2.624186666666667,39.127480000000006,30.774160000000002,41.75765333333334,584.1057466666666,9.37048,0.6945733333333333,2.0635733333333333,2.315973333333333,0.00032,0.009893333333333332,2.3909866666666666,36.51849333333333,12.619426666666666,91.22269333333334
5,5.251666666666666,2.6937,36.79476666666667,33.09236666666667,41.94166666666667,610.4477333333333,9.556600000000001,0.6799,1.9200000000000002,2.4826666666666664,0.0002666666666666667,0.012133333333333331,2.3876,34.14333333333334,12.074800000000002,89.35396666666668
6,5.151057142857143,2.665666666666667,37.756885714285715,31.729809523809525,41.90850476190477,589.6223333333334,9.668152380952382,0.6675238095238095,1.9819428571428575,2.3661333333333334,0.0002285714285714286,0.01053333333333333,2.3658285714285716,36.03832380952381,12.566657142857142,88.01332380952383
7,5.0756,2.6446416666666672,38.478475,30.707891666666665,41.88363333333334,574.0032833333333,9.751816666666668,0.6582416666666666,2.0284,2.2787333333333333,0.0002,0.00933333333333333,2.3495,37.45956666666667,12.93555,87.00784166666668
8,5.01691111111111,2.6282888888888896,39.03971111111112,29.913066666666666,41.8642888888889,561.8551333333334,9.81688888888889,0.6510222222222222,2.0645333333333333,2.2107555555555556,0.00017777777777777779,0.008399999999999998,2.3367999999999998,38.564977777777784,13.222466666666666,86.2258
9,5.095086666666666,2.662793333333334,37.379693333333336,31.387506666666667,42.02982666666668,578.93794,9.606420000000002,0.6465733333333332,2.0368933333333334,2.2964666666666664,0.00016,0.007746666666666664,2.3249466666666665,36.955400000000004,12.801313333333331,86.17383333333335
10,5.159048484848484,2.691024242424243,36.02149696969697,32.59386666666666,42.16526666666668,592.9147818181817,9.434218181818183,0.6429333333333332,2.014278787878788,2.3665939393939395,0.00014545454545454546,0.0072121212121212105,2.315248484848485,35.63847272727273,12.45673333333333,86.13131515151517
11,5.21235,2.7145500000000005,34.88966666666666,33.59916666666667,42.27813333333335,604.5621499999999,9.290716666666667,0.6398999999999999,1.9954333333333336,2.4250333333333334,0.00013333333333333334,0.006766666666666665,2.307166666666667,34.54103333333334,12.16958333333333,86.09588333333335
12,5.183514621715522,2.735903346519398,34.86028947670585,33.63267724144573,42.26446031957688,604.8585794164054,9.465892933973377,0.6132357405308501,1.8712063730174606,2.425042496166411,0.00013333629649384032,0.006766671852197553,2.300124000118527,34.34073675319095,12.066303103169838,85.54520049669979
13,5.154679243431045,2.7572566930387956,34.83091228674504,33.66618781622479,42.2507873058204,605.155008832811,9.641069201280086,0.5865714810617003,1.7469794127015879,2.425051658999489,0.00013333925965434726,0.006766677037728441,2.293081333570387,34.140440173048574,11.963022873006347,84.99451766006625
14,5.1258438651465665,2.778610039558193,34.80153509678423,33.69969839100386,42.237114292063936,605.4514382492165,9.816245468586795,0.5599072215925505,1.6227524523857149,2.4250608218325667,0.00013334222281485424,0.006766682223259328,2.2860386670222463,33.940143592906196,11.859742642842855,84.44383482343271
15,5.1629829147654815,2.7572556783674576,34.57169969025578,33.52141759083498,42.13353307673755,605.9626699578433,9.532261694171757,0.5712364300156926,1.6640874626442903,2.411743286705279,0.00013334222281485424,0.006766552602271099,2.2874365145731503,34.073944297674025,12.070448864279946,83.70886709720703
16,5.2001219643843966,2.7359013171767224,34.341864283727325,33.3431367906661,42.02995186141116,606.4739016664702,9.248277919756717,0.5825656384388348,1.7054224729028657,2.398425751577991,0.00013334222281485424,0.0067664229812828686,2.2888343621240548,34.20774500244186,12.281155085717037,82.97389937098137
17,5.237261014003312,2.714546955985987,34.112028877198874,33.16485599049722,41.92637064608478,606.985133375097,8.964294145341677,0.5938948468619769,1.7467574831614412,2.3851082164507034,0.00013334222281485424,0.006766293360294638,2.290232209674959,34.34154570720969,12.491861307154126,82.23893164475571
18,5.1859276806699794,2.753496955985987,34.242512210532205,33.24219487938611,42.04663175719589,607.2220778195415,8.854188589786121,0.5835615135286436,1.7229574831614414,2.3777193275618145,0.00013334222281485424,0.006766293360294638,2.2817655430082926,34.168512373876354,12.356911307154128,83.09796497808902
19,5.1345943473366455,2.792446955985987,34.372995543865535,33.319533768275,42.166892868306995,607.459022263986,8.744083034230565,0.5732281801953103,1.6991574831614413,2.370330438672926,0.00013334222281485424,0.006766293360294638,2.273298876341626,33.99547904054302,12.22196130715413,83.95699831142235
20,5.0832610140033125,2.8313969559859866,34.503478877198866,33.39687265716389,42.28715397941811,607.6959667084303,8.633977478675009,0.562894846861977,1.6753574831614415,2.362941549784037,0.00013334222281485424,0.006766293360294638,2.26483220967496,33.82244570720968,12.08701130715413,84.81603164475568
21,5.072794347336646,2.815702511541542,34.900128877198874,33.558794879386106,42.19877620164033,608.9217000417638,9.075433034230565,0.5575615135286437,1.648524149828108,2.3806748831173703,0.00013334222281485424,0.006766293360294638,2.273298876341626,33.91415681832079,11.989600196043021,84.11957608920012
22,5.062327680669979,2.8000080670970977,35.296778877198875,33.72071710160833,42.11039842386254,610.1474333750971,9.51688858978612,0.5522281801953103,1.6216908164947743,2.3984082164507035,0.00013334222281485424,0.006766293360294638,2.2817655430082926,34.0058679294319,11.892189084931912,83.42312053364458
23,5.051861014003312,2.7843136226526535,35.693428877198876,33.88263932383055,42.02202064608476,611.3731667084304,9.958344145341675,0.546894846861977,1.5948574831614408,2.4161415497840366,0.00013334222281485424,0.006766293360294638,2.290232209674959,34.09757904054301,11.794777973820802,82.72666497808903
24,5.027140836732234,2.782999165022144,35.34198940049303,33.84651763794037,42.11373254873012,609.1992650698027,9.727428989146077,0.5625591063311268,1.6725511101439805,2.413176831395403,0.00013333925965434726,0.006766288174763751,2.2986859873342103,34.20772006512984,11.992747092873183,82.73193670361147
25,5.0024206594611575,2.7816847073916353,34.99054992378717,33.81039595205021,42.20544445137548,607.0253634311749,9.496513832950479,0.5782233658002767,1.75024473712652,2.4102121130067697,0.0001333362964938403,0.006766282989232863,2.3071397649934617,34.317861089716665,12.190716211925563,82.73720842913391
26,4.97770048219008,2.7803702497611265,34.639110447081315,33.774274266160035,42.297156354020835,604.8514617925472,9.265598676754879,0.5938876252694265,1.8279383641090592,2.4072473946181363,0.0001333333333333333,0.006766277803701975,2.315593542652713,34.42800211430349,12.388685330977944,82.74248015465636
27,4.8757169881267215,2.7810690553963062,34.87302363138755,33.546155066328915,42.38623756934722,604.5481411950315,9.46304356228103,0.5755584168462844,1.7800811316282619,2.410220485300979,0.0001333333333333333,0.0068775185358013165,2.308551250657364,34.2456458539801,12.240617998429743,82.97479788088202
28,4.773733494063363,2.781767861031486,35.10693681569378,33.31803586649779,42.47531878467361,604.2448205975157,9.66048844780718,0.5572292084231423,1.7322238991474643,2.4131935759838226,0.0001333333333333333,0.006988759267900658,2.3015089586620157,34.06328959365671,12.092550665881541,83.2071156071077
29,4.671750000000004,2.7824666666666658,35.34085000000001,33.08991666666667,42.5644,603.9415,9.85793333333333,0.5389000000000002,1.6843666666666668,2.416166666666666,0.0001333333333333333,0.0070999999999999995,2.294466666666667,33.880933333333324,11.94448333333334,83.43943333333335
30,4.7797290397137635,2.7450417542650984,35.383364475409486,33.34965888577757,42.488518011571145,603.3704703383929,9.738069876880678,0.5445696516804825,1.7050573127097364,2.4117418064908023,0.0001333333333333333,0.007100005185530888,2.300123341556104,33.94633953745063,11.824169192390611,83.90106565252502
