Thu Sep 17 16:42:25 2020,carts,0:00:28.803658
Thu Sep 17 16:51:06 2020,carts,0:00:00
Thu Sep 17 17:01:27 2020,carts,0:00:15.366630
Thu Sep 17 17:09:28 2020,carts,0:00:03.478273
Thu Sep 17 17:13:26 2020,shipping,0:00:04.860425
Thu Sep 17 17:17:53 2020,user,0:00:26.385364
Thu Sep 17 17:21:46 2020,catalogue,0:00:03.113915
