Thu Sep 17 16:51:10 2020,carts,0:00:00
Thu Sep 17 17:09:24 2020,carts,0:00:03.814521
Thu Sep 17 17:13:25 2020,shipping,0:00:03.573211
Thu Sep 17 17:17:24 2020,user,0:00:03.035102
Thu Sep 17 17:21:43 2020,catalogue,0:00:05.576252
Thu Sep 17 17:25:52 2020,orders,0:00:00
Thu Sep 17 17:29:25 2020,payment,0:00:03.299390
