Unnamed: 0,carts_carts-db,catalogue_catalogue-db,front-end_carts,front-end_catalogue,front-end_orders,front-end_user,orders_carts,orders_orders-db,orders_payment,orders_shipping,orders_user,queue-master_rabbitmq,shipping_rabbitmq,unknown_front-end,user_user-db
0,4.221066666333334,16.221466666333335,4.311511711333334,17.834630952666668,17.737,4.822266666666667,3.8642,0.2810666663333333,2.7798666666666665,2.5508,3.9458,0.8334666663333332,0.0,130.13293333333334,6.1876
2,12.739199999999999,14.4192,6.258241025333334,10.694830952666667,22.267266666666668,5.484051515333333,3.4354818180000004,0.29080000000000006,2.6892666666666667,2.7794,4.239409091,0.709333333,0.0,106.48686666666669,20.9728
4,15.578577777888887,13.818444444222223,6.302507692,8.314897619333335,22.527355555555555,5.685707070888888,3.519848484666667,0.2940444442222222,2.6590666666666665,2.8556,4.306975757666667,0.6679555552222222,0.0,98.60484444444445,25.9012
6,16.998266666333333,13.518066666333333,6.324641025333333,7.124930952666668,22.6574,5.786534848666666,3.5620318180000003,0.2956666663333334,2.6439666666666666,2.8937,4.340759091,0.6472666663333333,0.0,94.66383333333332,28.3654
8,19.62498666633333,14.814240000000002,751.1915466666667,8.408444286000002,751.82456,6.5430404819999985,750.68168,0.3103466663333333,2.7976266666666665,2.970746666666667,4.801379141666667,0.9434133336666666,0.0002133336666666667,118.69866666666668,31.14688
10,21.376133336666665,15.678355555777777,751.2310222222222,9.264119841555559,752.1026666666667,7.065176037555554,750.8069,0.32013333366666663,2.9000666666666666,3.022111111111111,5.152563586111112,1.1408444442222223,0.0003555557777777778,134.72188888888888,33.0012
12,22.62695238047619,16.295580952190477,751.259219047619,9.875316666952381,752.3013142857143,7.438130005809524,750.8963428571428,0.32712380976190475,2.973238095238095,3.0587999999999997,5.403409617857143,1.2818666663333333,0.00045714242857142857,146.16704761904762,34.32571428285715
14,25.2646,19.48583333366667,751.3799916666667,10.289254279666668,752.3614083333333,7.780780844333333,750.9009333333333,0.3538,2.962666666666667,3.0736166666666667,5.644,1.2457666663333335,0.0004,153.628725,39.3339
16,27.31610370185185,21.96714074037037,751.473925925926,10.575701501888888,752.4081481481481,8.062296585074076,750.9045037037037,0.37454814807407405,2.9544444444444444,3.0851407407407407,5.850377777777778,1.2176888884444446,0.0003555557777777778,159.43225185185187,43.22915555777779
18,28.957306663333334,23.952186663333332,751.5490733333334,10.804859279666665,752.44554,8.287509177666667,750.90736,0.3911466663333333,2.9478666666666666,3.09436,6.01548,1.1952266663333335,0.00032,164.07507333333336,46.34536
20,28.540593939696972,23.83456969848485,751.5799393939394,11.320666666666666,752.5365090909091,8.464127506212122,750.935903030303,0.3935030301515151,2.997078787878788,3.1111393939393936,6.138253194606062,1.2880848486363639,0.00029090954545454547,170.3430909090909,45.63861818090909
22,28.19333333666667,23.736555557777773,751.6056611111111,11.84435,752.6123166666666,8.560232051666667,750.9596888888889,0.3954666663333333,3.038088888888889,3.125122222222222,6.214024911777779,1.3654666665555557,0.0002666663333333333,175.56643888888888,45.049666663333326
24,29.872700000000002,24.272966663333335,751.6852833333334,11.830783333333333,752.87975,8.953815385,751.05195,0.40680000000000005,3.0972,3.1858,6.469847134,1.4807333336666666,0.0002666663333333333,184.1406333333333,47.7483
26,31.228461114444443,26.592077778888886,751.7345555555555,12.670655555555557,753.0144,9.26235423011111,751.0913166666667,0.4261333336666667,3.1218444444444446,3.2309555555555556,6.696770760111113,1.5620111114444446,0.0002666663333333333,195.38550555555562,50.11077777888889
28,32.5842222188889,28.911188884444442,751.7838277777778,13.510527777777774,753.14905,9.551265341222223,751.1306833333333,0.4454666663333333,3.146488888888889,3.276111111111111,6.911681871222221,1.6432888892222226,0.0002666663333333333,206.63037777777774,52.47325555777776
30,33.93998333333333,31.2303,751.8331,14.3504,753.2837,9.840176452333333,751.17005,0.46480000000000005,3.1711333333333336,3.321266666666667,7.126592982333333,1.7245666670000002,0.0002666663333333333,217.87525,54.83573333666665
32,33.65185556,31.495588884444444,751.8312222222222,14.679511111111108,753.2317611111112,9.809984234666665,751.1195166666666,0.4808000000000001,3.1654444444444447,3.3620231235555558,7.081932828555557,1.6964888892222225,0.0002666663333333333,216.99401111111104,54.88434444222221
34,33.363727776666664,31.760877778888887,751.8293444444445,14.983622222222216,753.1798222222222,9.803967567999997,751.0689833333333,0.49680000000000013,3.159755555555556,3.335212012444445,7.058405050777779,1.6684111114444446,0.0002666663333333333,216.11277222222213,54.932955557777774
36,33.07560000333333,32.02616666333333,751.8274666666666,15.287733333333328,753.1278833333333,9.79795090133333,751.01845,0.5128000000000001,3.154066666666667,3.308400901333334,7.034877273,1.6403333336666668,0.0002666663333333333,215.2315333333333,54.981566663333325
38,30.73692222444444,30.740244442222213,751.7172944444444,15.298710168999992,753.0029166666667,9.551318713555553,751.0097611111111,0.48546666633333335,3.1444,3.238011111111111,6.985868225333333,1.5930444447777778,0.0002666663333333333,210.2503555555555,52.6607
