Unnamed: 0,carts_carts-db,catalogue_catalogue-db,front-end_carts,front-end_catalogue,front-end_orders,front-end_user,orders_carts,orders_orders-db,orders_payment,orders_shipping,orders_user,queue-master_rabbitmq,shipping_rabbitmq,unknown_front-end,user_user-db
0,5.0556,18.724,4.303188235294118,756.0554666666667,17.852333333333334,3.9348666666666663,2.6176666666666666,0.19653333333333334,2.6986666666666665,2.5338666666666665,3.2454666666666667,0.1064,0.0,63.25073333333333,8.8844
2,5.0556,18.724,4.303188235294118,756.0554666666667,17.852333333333334,3.9348666666666663,2.6176666666666666,0.19653333333333334,2.6986666666666665,2.5338666666666665,3.2454666666666667,0.1064,0.0,63.25073333333333,8.8844
4,4.138622222222223,12.618977777777777,3.990577777777778,754.5944666666667,17.73488888888889,3.5027555555555554,2.587266666666667,0.17671111111111112,2.636311111111111,2.5282222222222224,3.0078666666666667,0.08275555555555555,0.0,50.64288888888888,6.2723555555555555
6,3.6801333333333326,9.566466666666667,3.9445666666666668,753.8639666666667,17.676166666666667,3.2866999999999997,2.5720666666666667,0.1668,2.6051333333333333,2.5254,2.8890666666666664,0.07093333333333333,0.0,44.33896666666666,4.966333333333333
8,3.40504,7.734959999999997,3.91696,753.4256666666666,17.640933333333333,3.1570666666666662,2.5629466666666665,0.16085333333333335,2.5864266666666667,2.5237066666666665,2.8177866666666667,0.06384,0.0,40.55661333333333,4.18272
10,3.805888888888889,6.794488888888887,4.910122222222221,752.8860666666667,17.66171111111111,3.1588777777777777,3.0801888888888893,0.1468,2.5720222222222224,2.5197555555555557,2.812088888888889,0.0532,0.0,37.91953333333333,4.587111111111112
12,4.092209523809524,6.1227238095238095,4.925079365079364,752.5006380952381,17.67655238095238,3.160171428571428,3.0925047619047623,0.13676190476190478,2.561733333333333,2.5169333333333332,2.8080190476190476,0.0456,0.0,36.035904761904774,4.875961904761903
14,4.30695,5.6189,4.936297222222222,752.2115666666666,17.687683333333332,3.1611416666666665,3.1017416666666673,0.12923333333333334,2.5540166666666666,2.5148166666666665,2.8049666666666666,0.0399,0.0,34.62318333333334,5.0926
16,4.211955555555555,5.154696296296296,3.775865608465609,752.0696370370371,17.686740740740742,3.165674074074074,2.6035777777777778,0.13277037037037037,2.56042962962963,2.522577777777778,2.8236592592592595,0.05911111111111113,0.00011851851851851853,33.341725925925935,4.907718518518519
18,4.135960000000001,4.783333333333333,3.768155238095239,751.9560933333333,17.68598666666667,3.1693,2.6050466666666665,0.1356,2.56556,2.5287866666666665,2.8386133333333334,0.07447999999999999,0.00021333333333333336,32.31656,4.759813333333332
