,source,destination
0,orders,orders-db
1,orders,carts
2,orders,user
3,front-end,orders
4,orders,shipping
5,front-end,user
6,unknown,front-end
7,carts,carts-db
8,front-end,catalogue
9,catalogue,catalogue-db
10,orders,payment
11,queue-master,rabbitmq
12,shipping,rabbitmq
13,user,user-db
14,front-end,carts
15,orders,user
16,orders,carts
17,front-end,carts
18,front-end,catalogue
19,front-end,orders
20,orders,payment
21,orders,shipping
22,front-end,user
