,source,destination
0,queue-master,rabbitmq
1,user,user-db
2,orders,carts
3,catalogue,catalogue-db
4,orders,orders-db
5,orders,payment
6,front-end,carts
7,front-end,catalogue
8,unknown,front-end
9,front-end,orders
10,shipping,rabbitmq
11,front-end,user
12,orders,user
13,carts,carts-db
14,orders,shipping
15,front-end,carts
16,front-end,catalogue
17,front-end,orders
18,orders,payment
19,orders,shipping
20,front-end,user
21,orders,user
22,orders,carts
