,front-end_carts,orders_carts,unknown_carts,carts_carts-db,front-end_catalogue,unknown_catalogue,catalogue_catalogue-db,unknown_front-end,front-end_orders,unknown_orders,orders_orders-db,orders_payment,queue-master_rabbitmq,shipping_rabbitmq,orders_shipping,front-end_user,orders_user,unknown_user,user_user-db
0,0.0,0.4148,0.0,1.1663333333333332,0.0,0.0,3.3840666666666666,0.0,0.0,0.0,0.07453333333333333,0.14506666666666665,0.4610666666666667,0.0005333333333333334,0.03386666666666667,0.0,0.6172666666666666,0.0,6.445333333333333
1,0.0,0.4148,0.0,1.1663333333333332,0.0,0.0,3.3840666666666666,0.0,0.0,0.0,0.07453333333333333,0.14506666666666665,0.4610666666666667,0.0005333333333333334,0.03386666666666667,0.0,0.6172666666666666,0.0,6.445333333333333
2,0.0,0.4148,0.0,1.1663333333333332,0.0,0.0,3.384066666666667,0.0,0.0,0.0,0.07453333333333333,0.14506666666666665,0.4610666666666667,0.0005333333333333334,0.03386666666666667,0.0,0.6172666666666666,0.0,6.445333333333333
3,0.0,0.3111,0.0,0.8853833333333333,0.0,0.0,2.53805,0.0,0.0,0.0,0.061216666666666655,0.10879999999999998,0.3458,0.0004,0.025400000000000002,0.0,0.46295,0.0,4.834
4,0.0,0.24888,0.0,0.7168133333333333,0.0,0.0,2.03044,0.0,0.0,0.0,0.05322666666666666,0.08703999999999998,0.27664,0.00032,0.02032,0.0,0.37035999999999997,0.0,3.8671999999999995
5,0.0,0.2074,0.0,0.6044333333333334,0.0,0.0,1.6920333333333335,0.0,0.0,0.0,0.04789999999999999,0.07253333333333332,0.23053333333333334,0.0002666666666666667,0.016933333333333335,0.0,0.3086333333333333,0.0,3.2226666666666666
6,0.0,0.17777142857142855,0.0,0.5302380952380953,0.0,0.0,1.450314285714286,0.0,0.0,0.0,0.04713333333333332,0.06217142857142856,0.19767619047619048,0.0002285714285714286,0.014514285714285716,0.0,0.26454285714285714,0.0,2.7652476190476185
7,0.0,0.15555,0.0,0.4745916666666667,0.0,0.0,1.269025,0.0,0.0,0.0,0.04655833333333332,0.05439999999999999,0.17303333333333332,0.0002,0.012700000000000001,0.0,0.231475,0.0,2.422183333333333
8,0.0,0.13826666666666665,0.0,0.43131111111111115,0.0,0.0,1.1280222222222223,0.0,0.0,0.0,0.046111111111111096,0.04835555555555555,0.15386666666666665,0.00017777777777777779,0.01128888888888889,0.0,0.20575555555555555,0.0,2.155355555555555
9,0.0,0.12444,0.0,0.39243333333333336,0.0,0.0,1.01522,0.0,0.0,0.0,0.043626666666666654,0.04351999999999999,0.13848,0.00016,0.01016,0.0,0.18517999999999998,0.0,1.9398199999999997
10,0.0,0.11312727272727273,0.0,0.36062424242424246,0.0,0.0,0.9229272727272728,0.0,0.0,0.0,0.04159393939393938,0.039563636363636356,0.12589090909090908,0.00014545454545454546,0.009236363636363638,0.0,0.16834545454545455,0.0,1.7634727272727269
11,0.0,0.1037,0.0,0.3341166666666667,0.0,0.0,0.8460166666666668,0.0,0.0,0.0,0.039899999999999984,0.03626666666666666,0.11539999999999999,0.00013333333333333334,0.008466666666666667,0.0,0.15431666666666666,0.0,1.6165166666666664
12,0.0,0.06913333333333332,0.0,0.24401111111111118,0.0,0.0,0.5640111111111111,0.0,0.0,0.0,0.03723333333333332,0.02417777777777777,0.07697777777777776,0.00013333333333333334,0.005644444444444445,0.0,0.10287777777777778,0.0,1.0811333333333328
13,0.0,0.034566666666666655,0.0,0.15390555555555563,0.0,0.0,0.2820055555555556,0.0,0.0,0.0,0.034566666666666655,0.012088888888888883,0.03855555555555553,0.00013333333333333334,0.0028222222222222225,0.0,0.05143888888888889,0.0,0.5457499999999996
14,0.0,0.0,0.0,0.06380000000000008,0.0,0.0,7.401486830834377e-17,0.0,0.0,0.0,0.031899999999999984,0.0,0.0001333333333333094,0.00013333333333333334,0.0,0.0,0.0,0.0,0.010366666666666266
15,0.0,0.0,0.0,0.06380000000000008,0.0,0.0,7.401486830834377e-17,0.0,0.0,0.0,0.031899999999999984,0.0,0.0001333333333333094,0.00013333333333333334,0.0,0.0,0.0,0.0,0.010366666666666266
16,0.0,0.0,0.0,0.06380000000000008,0.0,0.0,7.401486830834377e-17,0.0,0.0,0.0,0.031899999999999984,0.0,0.0001333333333333094,0.00013333333333333334,0.0,0.0,0.0,0.0,0.010366666666666266
17,0.0,0.0,0.0,0.06380000000000008,0.0,0.0,7.401486830834377e-17,0.0,0.0,0.0,0.031899999999999984,0.0,0.0001333333333333094,0.00013333333333333334,0.0,0.0,0.0,0.0,0.010366666666666266
18,0.0,0.0,0.0,0.06380000000000008,0.0,0.0,7.401486830834377e-17,0.0,0.0,0.0,0.031899999999999984,0.0,0.0001333333333333094,0.00013333333333333334,0.0,0.0,0.0,0.0,0.010366666666666266
19,0.0,0.0,0.0,0.06380000000000008,0.0,0.0,7.401486830834377e-17,0.0,0.0,0.0,0.031899999999999984,0.0,0.0001333333333333094,0.00013333333333333334,0.0,0.0,0.0,0.0,0.010366666666666266
20,0.0,0.0,0.0,0.06380000000000008,0.0,0.0,7.401486830834377e-17,0.0,0.0,0.0,0.031899999999999984,0.0,0.0001333333333333094,0.00013333333333333334,0.0,0.0,0.0,0.0,0.010366666666666266
21,0.0,0.0,0.0,0.06380000000000008,0.0,0.0,7.401486830834377e-17,0.0,0.0,0.0,0.031899999999999984,0.0,0.0001333333333333094,0.00013333333333333334,0.0,0.0,0.0,0.0,0.010366666666666266
22,0.0,0.0,0.0,0.06380000000000008,0.0,0.0,7.401486830834377e-17,0.0,0.0,0.0,0.031899999999999984,0.0,0.0001333333333333094,0.00013333333333333334,0.0,0.0,0.0,0.0,0.010366666666666266
23,0.0,0.0,0.0,0.06380000000000008,0.0,0.0,7.401486830834377e-17,0.0,0.0,0.0,0.031899999999999984,0.0,0.0001333333333333094,0.00013333333333333334,0.0,0.0,0.0,0.0,0.010366666666666266
24,0.0,0.0,0.0,0.06380000000000008,0.0,0.0,7.401486830834377e-17,0.0,0.0,0.0,0.031899999999999984,0.0,0.0001333333333333094,0.00013333333333333334,0.0,0.0,0.0,0.0,0.010366666666666266
25,0.0,0.0,0.0,0.06380000000000008,0.0,0.0,7.401486830834377e-17,0.0,0.0,0.0,0.031899999999999984,0.0,0.0001333333333333094,0.00013333333333333334,0.0,0.0,0.0,0.0,0.010366666666666266
26,0.0,0.0,0.0,0.06380000000000008,0.0,0.0,7.401486830834377e-17,0.0,0.0,0.0,0.031899999999999984,0.0,0.0001333333333333094,0.00013333333333333334,0.0,0.0,0.0,0.0,0.010366666666666266
27,0.0,0.0,0.0,0.06380000000000008,0.0,0.0,7.401486830834377e-17,0.0,0.0,0.0,0.031899999999999984,0.0,0.0001333333333333094,0.00013333333333333334,0.0,0.0,0.0,0.0,0.010366666666666266
28,0.0,0.0,0.0,0.06380000000000008,0.0,0.0,7.401486830834377e-17,0.0,0.0,0.0,0.031899999999999984,0.0,0.0001333333333333094,0.00013333333333333334,0.0,0.0,0.0,0.0,0.010366666666666266
29,0.0,0.0,0.0,0.06380000000000008,0.0,0.0,7.401486830834377e-17,0.0,0.0,0.0,0.031899999999999984,0.0,0.0001333333333333094,0.00013333333333333334,0.0,0.0,0.0,0.0,0.010366666666666266
30,0.0,0.0,0.0,0.06380000000000008,0.0,0.0,7.401486830834377e-17,0.0,0.0,0.0,0.031899999999999984,0.0,0.0001333333333333094,0.00013333333333333334,0.0,0.0,0.0,0.0,0.010366666666666266
